,target_var,condition_var,condition_val,intervention,prob
0,X45,X61,False,1,0.6434268951416016
1,X45,X61,False,1,0.6434268951416016
2,X45,X61,False,1,0.0068220156244933605
3,X45,X61,False,1,0.0068220156244933605
4,X45,X61,False,1,0.6434268951416016
5,X45,X61,False,1,0.0068220156244933605
6,X45,X61,False,1,0.0068220156244933605
7,X45,X61,False,1,0.6434268951416016
8,X45,X61,False,1,0.6434268951416016
9,X45,X61,False,1,0.6434268951416016
10,X45,X61,False,0,0.6700852513313293
11,X45,X61,False,0,0.6700852513313293
12,X45,X61,False,0,0.6700852513313293
13,X45,X61,False,0,0.6700852513313293
14,X45,X61,False,0,0.6700852513313293
15,X45,X61,False,0,0.6700852513313293
16,X45,X61,False,0,0.6700852513313293
17,X45,X61,False,0,0.6700852513313293
18,X45,X61,False,0,0.009840954095125198
19,X45,X61,False,0,0.6700852513313293
20,X45,X61,True,1,0.6333023905754089
21,X45,X61,True,1,0.6333023905754089
22,X45,X61,True,1,0.6333023905754089
23,X45,X61,True,1,0.6333023905754089
24,X45,X61,True,1,0.6333023905754089
25,X45,X61,True,1,0.006101707927882671
26,X45,X61,True,1,0.6333023905754089
27,X45,X61,True,1,0.006101707927882671
28,X45,X61,True,1,0.6333023905754089
29,X45,X61,True,1,0.6333023905754089
30,X45,X61,True,0,0.0019401226891204715
31,X45,X61,True,0,0.0019401226891204715
32,X45,X61,True,0,0.0019401226891204715
33,X45,X61,True,0,0.0019401226891204715
34,X45,X61,True,0,0.0019401226891204715
35,X45,X61,True,0,0.0019401226891204715
36,X45,X61,True,0,0.0019401226891204715
37,X45,X61,True,0,0.0019401226891204715
38,X45,X61,True,0,0.0019401226891204715
39,X45,X61,True,0,0.0019401226891204715
40,X61,X45,False,1,0.9287288784980774
41,X61,X45,False,1,0.07816861569881439
42,X61,X45,False,1,0.9287288784980774
43,X61,X45,False,1,0.9287288784980774
44,X61,X45,False,1,0.9287288784980774
45,X61,X45,False,1,0.07816861569881439
46,X61,X45,False,1,0.07816861569881439
47,X61,X45,False,1,0.9287288784980774
48,X61,X45,False,1,0.07816861569881439
49,X61,X45,False,1,0.07816861569881439
50,X61,X45,False,0,0.09841788560152054
51,X61,X45,False,0,0.9386125802993774
52,X61,X45,False,0,0.9386125802993774
53,X61,X45,False,0,0.9386125802993774
54,X61,X45,False,0,0.9386125802993774
55,X61,X45,False,0,0.9386125802993774
56,X61,X45,False,0,0.9386125802993774
57,X61,X45,False,0,0.9386125802993774
58,X61,X45,False,0,0.9386125802993774
59,X61,X45,False,0,0.09841788560152054
60,X61,X45,True,1,0.060195647180080414
61,X61,X45,True,1,0.060195647180080414
62,X61,X45,True,1,0.9206807017326355
63,X61,X45,True,1,0.060195647180080414
64,X61,X45,True,1,0.9206807017326355
65,X61,X45,True,1,0.060195647180080414
66,X61,X45,True,1,0.060195647180080414
67,X61,X45,True,1,0.060195647180080414
68,X61,X45,True,1,0.060195647180080414
69,X61,X45,True,1,0.060195647180080414
70,X61,X45,True,0,0.040296509861946106
71,X61,X45,True,0,0.040296509861946106
72,X61,X45,True,0,0.040296509861946106
73,X61,X45,True,0,0.040296509861946106
74,X61,X45,True,0,0.040296509861946106
75,X61,X45,True,0,0.040296509861946106
76,X61,X45,True,0,0.040296509861946106
77,X61,X45,True,0,0.040296509861946106
78,X61,X45,True,0,0.040296509861946106
79,X61,X45,True,0,0.040296509861946106
80,X45,X80,False,1,0.5149096250534058
81,X45,X80,False,1,0.5149096250534058
82,X45,X80,False,1,0.5149096250534058
83,X45,X80,False,1,0.06324645131826401
84,X45,X80,False,1,0.06324645131826401
85,X45,X80,False,1,0.06324645131826401
86,X45,X80,False,1,0.5149096250534058
87,X45,X80,False,1,0.5149096250534058
88,X45,X80,False,1,0.5149096250534058
89,X45,X80,False,1,0.06324645131826401
90,X45,X80,False,0,0.572317361831665
91,X45,X80,False,0,0.572317361831665
92,X45,X80,False,0,0.572317361831665
93,X45,X80,False,0,0.572317361831665
94,X45,X80,False,0,0.572317361831665
95,X45,X80,False,0,0.572317361831665
96,X45,X80,False,0,0.572317361831665
97,X45,X80,False,0,0.572317361831665
98,X45,X80,False,0,0.572317361831665
99,X45,X80,False,0,0.572317361831665
100,X45,X80,True,1,0.06241285428404808
101,X45,X80,True,1,0.5114840269088745
102,X45,X80,True,1,0.5114840269088745
103,X45,X80,True,1,0.06241285428404808
104,X45,X80,True,1,0.5114840269088745
105,X45,X80,True,1,0.5114840269088745
106,X45,X80,True,1,0.5114840269088745
107,X45,X80,True,1,0.06241285428404808
108,X45,X80,True,1,0.06241285428404808
109,X45,X80,True,1,0.06241285428404808
110,X45,X80,True,0,0.03467025235295296
111,X45,X80,True,0,0.03467025235295296
112,X45,X80,True,0,0.03467025235295296
113,X45,X80,True,0,0.03467025235295296
114,X45,X80,True,0,0.03467025235295296
115,X45,X80,True,0,0.03467025235295296
116,X45,X80,True,0,0.03467025235295296
117,X45,X80,True,0,0.03467025235295296
118,X45,X80,True,0,0.03467025235295296
119,X45,X80,True,0,0.03467025235295296
120,X80,X45,False,1,0.035641591995954514
121,X80,X45,False,1,0.035641591995954514
122,X80,X45,False,1,0.6211724877357483
123,X80,X45,False,1,0.6211724877357483
124,X80,X45,False,1,0.6211724877357483
125,X80,X45,False,1,0.6211724877357483
126,X80,X45,False,1,0.035641591995954514
127,X80,X45,False,1,0.6211724877357483
128,X80,X45,False,1,0.035641591995954514
129,X80,X45,False,1,0.6211724877357483
130,X80,X45,False,0,0.6221379041671753
131,X80,X45,False,0,0.04261794686317444
132,X80,X45,False,0,0.04261794686317444
133,X80,X45,False,0,0.04261794686317444
134,X80,X45,False,0,0.6221379041671753
135,X80,X45,False,0,0.6221379041671753
136,X80,X45,False,0,0.6221379041671753
137,X80,X45,False,0,0.04261794686317444
138,X80,X45,False,0,0.6221379041671753
139,X80,X45,False,0,0.6221379041671753
140,X80,X45,True,1,0.03172716125845909
141,X80,X45,True,1,0.5422159433364868
142,X80,X45,True,1,0.03172716125845909
143,X80,X45,True,1,0.5422159433364868
144,X80,X45,True,1,0.03172716125845909
145,X80,X45,True,1,0.5422159433364868
146,X80,X45,True,1,0.03172716125845909
147,X80,X45,True,1,0.5422159433364868
148,X80,X45,True,1,0.03172716125845909
149,X80,X45,True,1,0.03172716125845909
150,X80,X45,True,0,0.026345862075686455
151,X80,X45,True,0,0.026345862075686455
152,X80,X45,True,0,0.026345862075686455
153,X80,X45,True,0,0.026345862075686455
154,X80,X45,True,0,0.026345862075686455
155,X80,X45,True,0,0.026345862075686455
156,X80,X45,True,0,0.026345862075686455
157,X80,X45,True,0,0.026345862075686455
158,X80,X45,True,0,0.026345862075686455
159,X80,X45,True,0,0.026345862075686455
160,X6,X63,False,1,0.007173892576247454
161,X6,X63,False,1,0.5958412289619446
162,X6,X63,False,1,0.007173892576247454
163,X6,X63,False,1,0.5958412289619446
