,target_var,condition_var,condition_val,intervention,prob,prob_std
0,X12,X44,False,0,0.7011455462314189,0.4804633576081857
1,X12,X44,False,1,0.3019470945233479,0.48090794462299974
2,X12,X44,True,0,0.001836674753576517,0.0
3,X12,X44,True,1,0.10284693145658821,0.31477278509637996
4,X14,X63,False,0,0.383197158575058,0.0
5,X14,X63,False,1,0.9645672082901001,0.017979545268077386
6,X14,X63,True,0,0.9961252808570862,0.0
7,X14,X63,True,1,0.9601659297943115,0.021782880901013924
8,X14,X88,False,0,0.9974796175956726,0.0
9,X14,X88,False,1,0.9131537228822708,0.2286419169233177
10,X14,X88,True,0,0.3638854637742043,0.41407024049509455
11,X14,X88,True,1,0.9882607460021973,0.0
12,X16,X33,False,0,0.893463933467865,0.19586701257980485
13,X16,X33,False,1,0.5374922901391983,0.3025943504285623
14,X16,X33,True,0,0.15919926762580872,0.0
15,X16,X33,True,1,0.25096601247787476,0.0
16,X16,X52,False,0,0.05673310533165932,0.0
17,X16,X52,False,1,0.19485512375831604,0.06904556610083361
18,X16,X52,True,0,0.6620289087295532,0.0
19,X16,X52,True,1,0.23019991517066957,0.08096018442991977
20,X16,X65,False,0,0.027722474187612534,0.0
21,X16,X65,False,1,0.16717332378029823,0.14851054659507523
22,X16,X65,True,0,0.5670766234397888,0.0
23,X16,X65,True,1,0.3182958155870438,0.12853529081830367
24,X16,X66,False,0,0.8070515275001526,0.40517075201242975
25,X16,X66,False,1,0.5215857770293951,0.4908283280584727
26,X16,X66,True,0,0.02094794064760208,0.0
27,X16,X66,True,1,0.521180634573102,0.4917742038288046
28,X20,X53,False,0,0.6073068380355835,0.0
29,X20,X53,False,1,0.5730081796646118,0.0
30,X20,X53,True,0,0.08077383786439896,0.0
31,X20,X53,True,1,0.07192233949899673,0.0
32,X21,X55,False,0,0.5251754939556121,0.3164602009337844
33,X21,X55,False,1,0.2590074837207794,0.24959402209588635
34,X21,X55,True,0,0.014652167446911335,0.0
35,X21,X55,True,1,0.21913225948810577,0.385768993329319
36,X21,X79,False,0,0.06759867072105408,0.0
37,X21,X79,False,1,0.15476101636886597,0.1532120953134747
38,X21,X79,True,0,0.9720290899276733,0.0
39,X21,X79,True,1,0.992442536354065,0.001410293216044417
40,X22,X28,False,0,0.0020641761366277933,0.0
41,X22,X28,False,1,0.1017437688075006,0.3111276249148314
42,X22,X28,True,0,0.9691877961158752,0.0
43,X22,X28,True,1,0.8871026158332824,0.30419727992426837
