,target_var,condition_var,condition_val,intervention,prob
0,X22,X67,0,1,0.7776687741279602
1,X22,X67,0,0,0.7709434628486633
2,X22,X67,1,1,0.7782565355300903
3,X22,X67,1,0,0.7631229758262634
4,X71,X93,0,1,0.33367833495140076
5,X71,X93,0,0,0.3260224461555481
6,X71,X93,1,1,0.3320992588996887
7,X71,X93,1,0,0.32062828540802
8,X47,X87,0,1,0.38657572865486145
9,X47,X87,0,0,0.4019225537776947
10,X47,X87,1,1,0.3855856657028198
11,X47,X87,1,0,0.40070152282714844
12,X54,X65,0,1,0.4121185839176178
13,X54,X65,0,0,0.4375157654285431
14,X54,X65,1,1,0.40851640701293945
15,X54,X65,1,0,0.43158113956451416
16,X81,X3,0,1,0.8414830565452576
17,X81,X3,0,0,0.8301798701286316
18,X81,X3,1,1,0.8501810431480408
19,X81,X3,1,0,0.8409839272499084
20,X60,X81,0,1,0.9855315685272217
21,X60,X81,0,0,0.8874166011810303
22,X60,X81,1,1,0.9874348044395447
23,X60,X81,1,0,0.9475566148757935
24,X17,X63,0,1,0.9063433408737183
25,X17,X63,0,0,0.9041190147399902
26,X17,X63,1,1,0.9062484502792358
27,X17,X63,1,0,0.9026015400886536
28,X98,X3,0,1,0.3647143840789795
29,X98,X3,0,0,0.37108010053634644
30,X98,X3,1,1,0.35525745153427124
31,X98,X3,1,0,0.3587682843208313
32,X87,X4,0,1,0.16078342497348785
33,X87,X4,0,0,0.17106686532497406
34,X87,X4,1,1,0.15609610080718994
35,X87,X4,1,0,0.16546638309955597
36,X19,X31,0,1,0.9633479714393616
37,X19,X31,0,0,0.9712719917297363
38,X19,X31,1,1,0.9779892563819885
39,X19,X31,1,0,0.9749588966369629
40,X46,X70,0,1,0.9819257259368896
41,X46,X70,0,0,0.9792846441268921
42,X46,X70,1,1,0.9836839437484741
43,X46,X70,1,0,0.9821692109107971
44,X33,X45,0,1,0.08697178959846497
45,X33,X45,0,0,0.07420803606510162
46,X33,X45,1,1,0.08513150364160538
47,X33,X45,1,0,0.07396069914102554
48,X3,X99,0,1,0.7446142435073853
49,X3,X99,0,0,0.737854540348053
50,X3,X99,1,1,0.7451226115226746
51,X3,X99,1,0,0.737188458442688
52,X81,X50,0,1,0.8665346503257751
53,X81,X50,0,0,0.8821279406547546
54,X81,X50,1,1,0.8909164071083069
55,X81,X50,1,0,0.8882805705070496
56,X58,X39,0,1,0.16885656118392944
57,X58,X39,0,0,0.23074959218502045
58,X58,X39,1,1,0.15674909949302673
59,X58,X39,1,0,0.21812759339809418
60,X81,X48,0,1,0.8554754257202148
61,X81,X48,0,0,0.8553549647331238
62,X81,X48,1,1,0.85736083984375
63,X81,X48,1,0,0.8574890494346619
64,X22,X68,0,1,0.7732384204864502
65,X22,X68,0,0,0.7641076445579529
66,X22,X68,1,1,0.7746093273162842
67,X22,X68,1,0,0.7611263990402222
68,X55,X85,0,1,0.44637590646743774
69,X55,X85,0,0,0.5002782344818115
70,X55,X85,1,1,0.4489802122116089
71,X55,X85,1,0,0.4907926023006439
72,X63,X55,0,1,0.6761842370033264
73,X63,X55,0,0,0.6936250329017639
74,X63,X55,1,1,0.6728724241256714
75,X63,X55,1,0,0.701377272605896
76,X79,X43,0,1,0.8110276460647583
77,X79,X43,0,0,0.8210259079933167
78,X79,X43,1,1,0.8146160840988159
79,X79,X43,1,0,0.8205593824386597
80,X92,X15,0,1,0.26447412371635437
81,X92,X15,0,0,0.2688083052635193
82,X92,X15,1,1,0.2629059851169586
83,X92,X15,1,0,0.26584547758102417
84,X98,X50,0,1,0.26655301451683044
85,X98,X50,0,0,0.2712954580783844
86,X98,X50,1,1,0.21056079864501953
87,X98,X50,1,0,0.3073945641517639
88,X16,X53,0,1,0.6532076597213745
89,X16,X53,0,0,0.6455645561218262
90,X16,X53,1,1,0.6368055939674377
91,X16,X53,1,0,0.6259522438049316
92,X56,X54,0,1,0.4470467269420624
93,X56,X54,0,0,0.45209887623786926
94,X56,X54,1,1,0.4445047378540039
95,X56,X54,1,0,0.44140681624412537
96,X97,X74,0,1,0.06434161216020584
97,X97,X74,0,0,0.06834128499031067
98,X97,X74,1,1,0.06390989571809769
99,X97,X74,1,0,0.0685340166091919
100,X86,X49,0,1,0.11552812159061432
101,X86,X49,0,0,0.10869459062814713
102,X86,X49,1,1,0.11596991121768951
103,X86,X49,1,0,0.10526280105113983
104,X42,X88,0,1,0.0003608754777815193
105,X42,X88,0,0,0.0002484443539287895
