,target_var,condition_var,condition_val,intervention,prob
0,X54,X94,0,1,0.4568917751312256
1,X54,X94,0,0,0.46105989813804626
2,X54,X94,1,1,0.4550916850566864
3,X54,X94,1,0,0.4603310525417328
4,X63,X91,0,1,0.3320491313934326
5,X63,X91,0,0,0.3349441587924957
6,X63,X91,1,1,0.3319171667098999
7,X63,X91,1,0,0.3346433937549591
8,X50,X57,0,1,0.5966968536376953
9,X50,X57,0,0,0.5434038043022156
10,X50,X57,1,1,0.5964676141738892
11,X50,X57,1,0,0.5288853645324707
12,X59,X83,0,1,0.9459922313690186
13,X59,X83,0,0,0.9384458661079407
14,X59,X83,1,1,0.9475564956665039
15,X59,X83,1,0,0.9409950971603394
16,X11,X46,0,1,0.15627998113632202
17,X11,X46,0,0,0.06705617159605026
18,X11,X46,1,1,0.3924964666366577
19,X11,X46,1,0,0.5912512540817261
20,X89,X9,0,1,0.5404335856437683
21,X89,X9,0,0,0.523859977722168
22,X89,X9,1,1,0.5382663011550903
23,X89,X9,1,0,0.5186083316802979
24,X68,X70,0,1,0.2012031227350235
25,X68,X70,0,0,0.2148388773202896
26,X68,X70,1,1,0.197246715426445
27,X68,X70,1,0,0.20293667912483215
28,X63,X79,0,1,0.3815501034259796
29,X63,X79,0,0,0.412158340215683
30,X63,X79,1,1,0.3260132372379303
31,X63,X79,1,0,0.33098500967025757
32,X50,X26,0,1,0.5921134948730469
33,X50,X26,0,0,0.4786573648452759
34,X50,X26,1,1,0.6648671627044678
35,X50,X26,1,0,0.6255788207054138
36,X45,X89,0,1,0.4418164789676666
37,X45,X89,0,0,0.45250192284584045
38,X45,X89,1,1,0.4363759756088257
39,X45,X89,1,0,0.4359772503376007
40,X87,X57,0,1,0.6950054168701172
41,X87,X57,0,0,0.6617711186408997
42,X87,X57,1,1,0.6878372430801392
43,X87,X57,1,0,0.6561317443847656
44,X88,X48,0,1,0.5910526514053345
45,X88,X48,0,0,0.5898988842964172
46,X88,X48,1,1,0.5824226140975952
47,X88,X48,1,0,0.5657392740249634
48,X38,X65,0,1,0.6806100010871887
49,X38,X65,0,0,0.6671301126480103
50,X38,X65,1,1,0.6536867022514343
51,X38,X65,1,0,0.6553670167922974
52,X43,X29,0,1,0.05004989728331566
53,X43,X29,0,0,0.05586744099855423
54,X43,X29,1,1,0.050842709839344025
55,X43,X29,1,0,0.05678652226924896
56,X8,X30,0,1,0.8418391346931458
57,X8,X30,0,0,0.8541972041130066
58,X8,X30,1,1,0.8355470299720764
59,X8,X30,1,0,0.8161289095878601
60,X53,X18,0,1,0.5571275353431702
61,X53,X18,0,0,0.5468846559524536
62,X53,X18,1,1,0.5570307970046997
63,X53,X18,1,0,0.5574180483818054
64,X17,X46,0,1,0.5688270926475525
65,X17,X46,0,0,0.5234003663063049
66,X17,X46,1,1,0.5364494919776917
67,X17,X46,1,0,0.5012533664703369
68,X58,X45,0,1,0.9654979109764099
69,X58,X45,0,0,0.9677752256393433
70,X58,X45,1,1,0.9631545543670654
71,X58,X45,1,0,0.9533907771110535
72,X1,X50,0,1,0.22013019025325775
73,X1,X50,0,0,0.18747775256633759
74,X1,X50,1,1,0.18471579253673553
75,X1,X50,1,0,0.09661418944597244
76,X59,X13,0,1,0.9490283727645874
77,X59,X13,0,0,0.9426420331001282
78,X59,X13,1,1,0.9487788081169128
79,X59,X13,1,0,0.940521776676178
80,X18,X43,0,1,0.9967401623725891
81,X18,X43,0,0,0.9974587559700012
82,X18,X43,1,1,0.9965829253196716
83,X18,X43,1,0,0.997197151184082
84,X23,X10,0,1,0.2899576425552368
85,X23,X10,0,0,0.2963545024394989
86,X23,X10,1,1,0.29003068804740906
87,X23,X10,1,0,0.2959727644920349
88,X64,X8,0,1,0.08814496546983719
89,X64,X8,0,0,0.09367193281650543
90,X64,X8,1,1,0.0878681093454361
91,X64,X8,1,0,0.09390147775411606
92,X57,X45,0,1,0.3114546537399292
93,X57,X45,0,0,0.334410697221756
94,X57,X45,1,1,0.32547450065612793
95,X57,X45,1,0,0.34602147340774536
96,X44,X28,0,1,0.37092897295951843
97,X44,X28,0,0,0.4200860559940338
98,X44,X28,1,1,0.34168416261672974
99,X44,X28,1,0,0.258231520652771
100,X58,X80,0,1,0.9667090177536011
101,X58,X80,0,0,0.8976194262504578
102,X58,X80,1,1,0.9664143323898315
103,X58,X80,1,0,0.9744740724563599
104,X23,X33,0,1,0.2750890254974365
105,X23,X33,0,0,0.27957314252853394
106,X23,X33,1,1,0.3292786180973053
107,X23,X33,1,0,0.3430365025997162
108,X61,X34,0,1,0.22212699055671692
109,X61,X34,0,0,0.1852475106716156
110,X61,X34,1,1,0.20812706649303436
111,X61,X34,1,0,0.1707557737827301
112,X98,X87,0,1,0.23860633373260498
113,X98,X87,0,0,0.2478921115398407
114,X98,X87,1,1,0.23995651304721832
115,X98,X87,1,0,0.2508077621459961
116,X88,X82,0,1,0.5115338563919067
117,X88,X82,0,0,0.4658451974391937
118,X88,X82,1,1,0.6772072315216064
119,X88,X82,1,0,0.6143149137496948
120,X1,X24,0,1,0.2032039910554886
121,X1,X24,0,0,0.19098469614982605
122,X1,X24,1,1,0.19593536853790283
123,X1,X24,1,0,0.19421538710594177
124,X57,X80,0,1,0.30871549248695374
125,X57,X80,0,0,0.3162805736064911
126,X57,X80,1,1,0.3117349147796631
127,X57,X80,1,0,0.3268251121044159
128,X73,X60,0,1,0.04317652806639671
129,X73,X60,0,0,0.04510955512523651
130,X73,X60,1,1,0.043447770178318024
131,X73,X60,1,0,0.04524172097444534
132,X6,X29,0,1,0.8564760088920593
133,X6,X29,0,0,0.8460893034934998
134,X6,X29,1,1,0.8460079431533813
135,X6,X29,1,0,0.8244765400886536
136,X99,X56,0,1,0.6124927997589111
137,X99,X56,0,0,0.6266169548034668
138,X99,X56,1,1,0.6072056293487549
139,X99,X56,1,0,0.6111010313034058
140,X49,X95,0,1,0.620543897151947
141,X49,X95,0,0,0.6171178817749023
142,X49,X95,1,1,0.6200003027915955
143,X49,X95,1,0,0.6127935647964478
144,X25,X21,0,1,0.05724562704563141
145,X25,X21,0,0,0.05699881911277771
146,X25,X21,1,1,0.05687106400728226
147,X25,X21,1,0,0.05685311183333397
148,X88,X17,0,1,0.43211138248443604
149,X88,X17,0,0,0.4123300313949585
150,X88,X17,1,1,0.5817816257476807
151,X88,X17,1,0,0.5539149045944214
152,X14,X57,0,1,0.19647759199142456
153,X14,X57,0,0,0.1976315975189209
154,X14,X57,1,1,0.19703644514083862
155,X14,X57,1,0,0.20542208850383759
156,X86,X10,0,1,0.9273530840873718
157,X86,X10,0,0,0.9445905089378357
158,X86,X10,1,1,0.9248328804969788
159,X86,X10,1,0,0.9445745348930359
160,X24,X47,0,1,0.1519468128681183
161,X24,X47,0,0,0.1451483815908432
162,X24,X47,1,1,0.1517363041639328
163,X24,X47,1,0,0.17157812416553497
164,X89,X19,0,1,0.5479037761688232
165,X89,X19,0,0,0.5396923422813416
166,X89,X19,1,1,0.5454067587852478
167,X89,X19,1,0,0.5295857787132263
168,X36,X65,0,1,0.7964995503425598
169,X36,X65,0,0,0.7643347978591919
170,X36,X65,1,1,0.7879799604415894
171,X36,X65,1,0,0.7572287321090698
172,X82,X63,0,1,0.5456368327140808
173,X82,X63,0,0,0.5432984828948975
174,X82,X63,1,1,0.53047114610672
175,X82,X63,1,0,0.5368208289146423
176,X85,X88,0,1,0.3066762685775757
177,X85,X88,0,0,0.3224320113658905
178,X85,X88,1,1,0.3060210943222046
179,X85,X88,1,0,0.3187410533428192
180,X40,X34,0,1,0.830887496471405
181,X40,X34,0,0,0.8417350053787231
182,X40,X34,1,1,0.8289986848831177
183,X40,X34,1,0,0.8333120942115784
184,X49,X16,0,1,0.6355675458908081
185,X49,X16,0,0,0.6160943508148193
186,X49,X16,1,1,0.6254702210426331
187,X49,X16,1,0,0.5993026494979858
188,X48,X36,0,1,0.9306943416595459
189,X48,X36,0,0,0.9290785193443298
190,X48,X36,1,1,0.9305236339569092
191,X48,X36,1,0,0.9284536242485046
192,X33,X88,0,1,0.20064929127693176
193,X33,X88,0,0,0.20497043430805206
194,X33,X88,1,1,0.2008722573518753
195,X33,X88,1,0,0.20338411629199982
196,X94,X43,0,1,0.17043450474739075
197,X94,X43,0,0,0.16163428127765656
198,X94,X43,1,1,0.16934534907341003
199,X94,X43,1,0,0.16224506497383118
200,X43,X38,0,1,0.04824131727218628
201,X43,X38,0,0,0.05764669552445412
202,X43,X38,1,1,0.04870881512761116
203,X43,X38,1,0,0.057931095361709595
204,X74,X6,0,1,0.009991614148020744
205,X74,X6,0,0,0.027447732165455818
206,X74,X6,1,1,0.008670737035572529
207,X74,X6,1,0,0.006425639148801565
208,X39,X96,0,1,0.6967802047729492
209,X39,X96,0,0,0.7105339765548706
210,X39,X96,1,1,0.6957042217254639
211,X39,X96,1,0,0.7095566987991333
212,X96,X46,0,1,0.15003101527690887
213,X96,X46,0,0,0.15709465742111206
214,X96,X46,1,1,0.18324653804302216
215,X96,X46,1,0,0.18535734713077545
216,X99,X55,0,1,0.6147671937942505
217,X99,X55,0,0,0.6268123984336853
218,X99,X55,1,1,0.6270756125450134
219,X99,X55,1,0,0.6359853744506836
220,X87,X90,0,1,0.6955438256263733
221,X87,X90,0,0,0.6120015382766724
222,X87,X90,1,1,0.7217164039611816
223,X87,X90,1,0,0.6714425683021545
224,X42,X59,0,1,0.07693102955818176
225,X42,X59,0,0,0.07999660074710846
226,X42,X59,1,1,0.07833529263734818
227,X42,X59,1,0,0.08446959406137466
228,X20,X48,0,1,0.96964430809021
229,X20,X48,0,0,0.9707992076873779
230,X20,X48,1,1,0.9693096280097961
231,X20,X48,1,0,0.9687374830245972
232,X97,X76,0,1,0.8740009665489197
233,X97,X76,0,0,0.8615652918815613
234,X97,X76,1,1,0.8700122237205505
235,X97,X76,1,0,0.8574618101119995
236,X81,X78,0,1,0.8724363446235657
237,X81,X78,0,0,0.8710887432098389
238,X81,X78,1,1,0.8432432413101196
239,X81,X78,1,0,0.826762318611145
240,X32,X67,0,1,0.20639903843402863
241,X32,X67,0,0,0.2132483273744583
242,X32,X67,1,1,0.20664362609386444
243,X32,X67,1,0,0.21852131187915802
244,X68,X34,0,1,0.19081707298755646
245,X68,X34,0,0,0.18528205156326294
246,X68,X34,1,1,0.19998154044151306
247,X68,X34,1,0,0.19127602875232697
248,X83,X48,0,1,0.2336931973695755
249,X83,X48,0,0,0.22434674203395844
250,X83,X48,1,1,0.2378225326538086
251,X83,X48,1,0,0.2474624365568161
252,X45,X20,0,1,0.4316394031047821
253,X45,X20,0,0,0.4393683969974518
254,X45,X20,1,1,0.43292781710624695
255,X45,X20,1,0,0.4393244683742523
256,X85,X84,0,1,0.3045698404312134
257,X85,X84,0,0,0.308856338262558
258,X85,X84,1,1,0.3049371838569641
259,X85,X84,1,0,0.3104718029499054
260,X67,X86,0,1,0.8608987927436829
261,X67,X86,0,0,0.8604896664619446
262,X67,X86,1,1,0.8613439202308655
263,X67,X86,1,0,0.862873375415802
264,X6,X38,0,1,0.8459756970405579
265,X6,X38,0,0,0.8150615096092224
266,X6,X38,1,1,0.8515329957008362
267,X6,X38,1,0,0.8434028625488281
268,X69,X68,0,1,0.9082057476043701
269,X69,X68,0,0,0.9065573215484619
270,X69,X68,1,1,0.9021028280258179
271,X69,X68,1,0,0.886915385723114
272,X62,X88,0,1,0.7349244356155396
273,X62,X88,0,0,0.7293511629104614
274,X62,X88,1,1,0.7340793609619141
275,X62,X88,1,0,0.7273001670837402
276,X63,X71,0,1,0.32842761278152466
277,X63,X71,0,0,0.332355260848999
278,X63,X71,1,1,0.33905139565467834
279,X63,X71,1,0,0.3619098663330078
280,X69,X91,0,1,0.8991936445236206
281,X69,X91,0,0,0.9007663130760193
282,X69,X91,1,1,0.8905640840530396
283,X69,X91,1,0,0.8784202933311462
284,X13,X0,0,1,0.03527848795056343
285,X13,X0,0,0,0.03342664986848831
286,X13,X0,1,1,0.0349474661052227
287,X13,X0,1,0,0.033795516937971115
288,X20,X82,0,1,0.9714013338088989
289,X20,X82,0,0,0.9712868332862854
290,X20,X82,1,1,0.9711905717849731
291,X20,X82,1,0,0.970499575138092
292,X21,X5,0,1,0.22998449206352234
293,X21,X5,0,0,0.23844262957572937
294,X21,X5,1,1,0.22948545217514038
295,X21,X5,1,0,0.2402908205986023
296,X32,X64,0,1,0.20796190202236176
297,X32,X64,0,0,0.22046223282814026
298,X32,X64,1,1,0.2116391807794571
299,X32,X64,1,0,0.22186756134033203
300,X60,X59,0,1,0.2485194057226181
301,X60,X59,0,0,0.24153481423854828
302,X60,X59,1,1,0.2586189806461334
303,X60,X59,1,0,0.2631901204586029
304,X69,X79,0,1,0.9069793224334717
305,X69,X79,0,0,0.9016627073287964
306,X69,X79,1,1,0.9062747955322266
307,X69,X79,1,0,0.8981116414070129
308,X83,X82,0,1,0.23844021558761597
309,X83,X82,0,0,0.2521847188472748
310,X83,X82,1,1,0.23875898122787476
311,X83,X82,1,0,0.25606948137283325
312,X33,X84,0,1,0.20205849409103394
313,X33,X84,0,0,0.2032070755958557
314,X33,X84,1,1,0.20223477482795715
315,X33,X84,1,0,0.2049979567527771
316,X63,X77,0,1,0.33171817660331726
317,X63,X77,0,0,0.33866551518440247
318,X63,X77,1,1,0.3303958773612976
319,X63,X77,1,0,0.33513832092285156
320,X18,X46,0,1,0.9959501028060913
321,X18,X46,0,0,0.996322512626648
322,X18,X46,1,1,0.9960184693336487
323,X18,X46,1,0,0.9964207410812378
324,X14,X90,0,1,0.1982535868883133
325,X14,X90,0,0,0.19949069619178772
326,X14,X90,1,1,0.19915281236171722
327,X14,X90,1,0,0.20395855605602264
328,X32,X98,0,1,0.2036977857351303
329,X32,X98,0,0,0.21751925349235535
330,X32,X98,1,1,0.20556099712848663
331,X32,X98,1,0,0.22401350736618042
332,X9,X0,0,1,0.12204887717962265
333,X9,X0,0,0,0.1353905349969864
334,X9,X0,1,1,0.11627177894115448
335,X9,X0,1,0,0.12796315550804138
336,X51,X6,0,1,0.19076701998710632
337,X51,X6,0,0,0.4393611252307892
