,target_var,condition_var,condition_val,intervention,prob,prob_std
0,X12,X44,False,0,0.7371240258216858,0.001898812362464446
1,X12,X44,False,1,0.340925920009613,0.0006083965201074827
2,X12,X44,True,0,0.010073192417621613,0.0
3,X12,X44,True,1,0.30381470918655396,0.0
4,X14,X63,False,0,0.8260229229927063,0.0
5,X14,X63,False,1,0.9340935945510864,0.0
6,X14,X63,True,0,0.9892860531806946,4.835305387308549e-05
7,X14,X63,True,1,0.9327554345130921,0.00020194565244091697
8,X14,X88,False,0,0.9974300265312195,0.0002778290075712318
9,X14,X88,False,1,0.9374521195888519,0.0024659115043094695
10,X14,X88,True,0,0.14748649746179582,0.006562028062423558
11,X14,X88,True,1,0.9303508281707764,0.0005518505891228384
12,X16,X33,False,0,0.6807356119155884,0.005755706911439175
13,X16,X33,False,1,0.30437824726104734,0.0006848700417312086
14,X16,X33,True,0,0.19508920907974242,0.0002400311941486059
15,X16,X33,True,1,0.30475103855133057,0.0
16,X16,X52,False,0,0.14964276552200317,0.00016886516319219622
17,X16,X52,False,1,0.2725533366203308,0.0001252887941260128
18,X16,X52,True,0,0.6600411713123322,0.001357234284137168
19,X16,X52,True,1,0.2814366817474365,0.0
20,X16,X65,False,0,0.10155510529875755,0.0009937593958483039
21,X16,X65,False,1,0.2711041271686554,0.0
22,X16,X65,True,0,0.3641781210899353,0.0013598357115636817
23,X16,X65,True,1,0.27851727306842805,0.00565178298594926
24,X16,X66,False,0,0.5073846906423569,0.1413079139820812
25,X16,X66,False,1,0.27135751843452455,0.055969011699454216
26,X16,X66,True,0,0.08284428715705872,0.0009694250115210926
27,X16,X66,True,1,0.273464971780777,0.0007694142000268646
28,X20,X53,False,0,0.5636348724365234,0.0098930875986372
29,X20,X53,False,1,0.5810972809791565,0.007769382661710818
30,X20,X53,True,0,0.3787976801395416,0.0
31,X20,X53,True,1,0.2013447880744934,0.0
32,X21,X55,False,0,0.5298853635787963,0.001757598324152115
33,X21,X55,False,1,0.3785801112651825,0.0014298558621119815
34,X21,X55,True,0,0.025127467699348927,0.0004813400578245952
35,X21,X55,True,1,0.08131158649921418,0.00034492123524760074
36,X21,X79,False,0,0.18666253983974457,0.0
37,X21,X79,False,1,0.13244310915470123,0.004345583069135608
38,X21,X79,True,0,0.9519484162330627,0.000854949344962975
39,X21,X79,True,1,0.9863229095935822,0.0003047609783379499
40,X22,X28,False,0,0.027348588965833188,0.0004162958305985464
41,X22,X28,False,1,0.048771198838949203,0.005939435372198323
42,X22,X28,True,0,0.9336642682552337,0.0003666057191475811
43,X22,X28,True,1,0.892036086320877,0.0013672351987089714
44,X22,X6,False,0,0.1013617068529129,0.0
45,X22,X6,False,1,0.08687300980091095,0.0
46,X22,X6,True,0,0.7092858731746674,0.0029386354873411173
47,X22,X6,True,1,0.6839215874671936,0.003111634621748015
48,X28,X22,False,0,0.02611197531223297,0.014395072237403203
49,X28,X22,False,1,0.5751872658729553,0.07831326820457557
50,X28,X22,True,0,0.9483644843101502,0.0016977162554006806
51,X28,X22,True,1,0.5954072177410126,0.00011953181522031372
52,X33,X16,False,0,0.9398257970809937,0.00046360123949946004
53,X33,X16,False,1,0.8911125242710114,0.0001776107692227768
54,X33,X16,True,0,0.5359614372253418,0.013757697623605474
55,X33,X16,True,1,0.7611623585224152,0.004374018239784943
56,X33,X99,False,0,0.9303948998451232,0.007922562429921787
57,X33,X99,False,1,0.8397397398948669,0.0
58,X33,X99,True,0,0.44088041186332705,0.003994097796577284
59,X33,X99,True,1,0.7868764102458954,2.3780705419654282e-05
60,X36,X70,False,0,0.016324625909328462,0.00015480619653080715
61,X36,X70,False,1,0.7206519365310669,0.00010634404753845543
62,X36,X70,True,0,0.8988522887229919,0.004397074422178359
63,X36,X70,True,1,0.7208064675331116,0.0026115870856043863
64,X37,X43,False,0,0.9933438301086426,0.0
65,X37,X43,False,1,0.9867409467697144,0.00010982476373462708
66,X37,X43,True,0,0.04081551246345043,0.0006044492051529117
67,X37,X43,True,1,0.0495072029531002,0.0005219550695553086
68,X37,X92,False,0,0.7747194051742554,0.0016184892916173146
69,X37,X92,False,1,0.6955219089984894,0.0010198335960046026
70,X37,X92,True,0,0.5174551486968995,0.008175888200733014
71,X37,X92,True,1,0.5792880773544311,0.006968117377950716
72,X37,X95,False,0,0.8483919501304626,0.004761544361780491
73,X37,X95,False,1,0.70890873670578,0.0051337471986924454
74,X37,X95,True,0,0.22366570830345153,0.0004334371267597609
75,X37,X95,True,1,0.5140152513980866,0.00032957949164236347
76,X4,X57,False,0,0.13943537771701814,0.0032598339847332513
77,X4,X57,False,1,0.4096411347389221,0.0020992375229043824
78,X4,X57,True,0,0.7919284164905548,0.002036577098986709
79,X4,X57,True,1,0.4238077700138092,0.0
80,X4,X61,False,0,0.2298751577734947,0.007307539040846967
81,X4,X61,False,1,0.41286781132221223,0.002256097827390933
82,X4,X61,True,0,0.9165617525577545,0.002326645159175511
83,X4,X61,True,1,0.41914135217666626,0.0020643705381985155
84,X43,X37,False,0,0.9924241542816162,0.0004195581753425064
85,X43,X37,False,1,0.3767348676919937,0.004038431854908223
86,X43,X37,True,0,0.022411152720451355,0.0003086298736109026
87,X43,X37,True,1,0.371071994304657,0.0003288021136154397
88,X43,X92,False,0,0.15657295435667037,0.0006227445810785241
89,X43,X92,False,1,0.306976842880249,0.0011277068761058444
90,X43,X92,True,0,0.4296994149684906,0.0008396396056905752
91,X43,X92,True,1,0.3335877418518066,0.0013561791556592018
92,X44,X12,False,0,0.8703152298927307,0.0011029599923133623
93,X44,X12,False,1,0.7980696439743042,0.0005434160326075184
94,X44,X12,True,0,0.06551602482795715,0.0
95,X44,X12,True,1,0.4805220067501068,0.0
96,X52,X16,False,0,0.15527110993862153,0.004548686628910626
97,X52,X16,False,1,0.062416348978877066,0.0007991572080941204
98,X52,X16,True,0,0.7695715725421906,0.00918296494868835
99,X52,X16,True,1,0.8747542381286622,0.0030501252145991756
100,X52,X99,False,0,0.1426600769162178,0.001856087199444625
101,X52,X99,False,1,0.10026173368096351,0.0005219165869078328
102,X52,X99,True,0,0.9220903575420379,0.0025684282092200113
103,X52,X99,True,1,0.9468612909317017,0.00021555308891347202
104,X53,X20,False,0,0.3510616809129715,0.0007753482065330132
105,X53,X20,False,1,0.252277646958828,0.002793803055529408
106,X53,X20,True,0,0.11119450703263282,0.0013286578141222336
107,X53,X20,True,1,0.2681155204772949,0.00024151395411663715
108,X55,X21,False,0,0.7588933110237122,0.0
109,X55,X21,False,1,0.6595616936683655,0.0
110,X55,X21,True,0,0.034170354902744296,0.00021359282997267275
111,X55,X21,True,1,0.6458850085735321,0.0001814558925297304
112,X57,X4,False,0,0.039004186168313026,0.0007775713432514814
113,X57,X4,False,1,0.15413789451122284,0.0011020289062005154
114,X57,X4,True,0,0.83242267370224,0.0006155967019861893
115,X57,X4,True,1,0.3298471450805664,0.0015918559175549052
116,X6,X22,False,0,0.3452595591545105,0.009469822921111044
117,X6,X22,False,1,0.679590356349945,0.00241257493211769
118,X6,X22,True,0,0.983449250459671,0.00030613338746964566
119,X6,X22,True,1,0.666669499874115,0.0033796941597753673
120,X61,X4,False,0,0.016807146649807692,0.0029833820730047005
121,X61,X4,False,1,0.021668239682912826,0.0023554242892861537
122,X61,X4,True,0,0.6509040355682373,0.002745519014186503
123,X61,X4,True,1,0.575195586681366,0.0012176726435858274
124,X63,X14,False,0,0.3533839613199234,0.0014370984499075539
125,X63,X14,False,1,0.2202513337135315,0.0008720429414026904
126,X63,X14,True,0,0.9314937949180603,0.0007198171356721247
127,X63,X14,True,1,0.984200656414032,0.0
128,X63,X79,False,0,0.9842193722724915,0.0
129,X63,X79,False,1,0.987220174074173,0.0003641746441847803
130,X63,X79,True,0,0.02141408547759056,7.576997679912185e-05
131,X63,X79,True,1,0.03919251412153244,7.385398131819997e-05
132,X65,X16,False,0,0.4461200535297394,0.0053385091942515376
133,X65,X16,False,1,0.31492975950241087,0.002583063724812446
134,X65,X16,True,0,0.8859250903129577,0.00015054354307095813
135,X65,X16,True,1,0.9667986631393433,0.00036720189508001694
136,X65,X66,False,0,0.9145557880401611,0.003876412055434161
137,X65,X66,False,1,0.8007427871227264,0.0031112108226944647
138,X65,X66,True,0,0.2972064256668091,0.00030599644928234234
139,X65,X66,True,1,0.5220099329948426,0.0010505103058327744
140,X65,X99,False,0,0.3482754290103912,0.003099772542003698
141,X65,X99,False,1,0.14348772466182708,0.0015078537956365943
