,target_var,condition_var,condition_val,intervention,prob,prob_std
0,X1,X74,False,0,0.045028950273990634,0.0008703212015865924
1,X1,X74,False,1,0.047969925403594973,0.001367199922659152
2,X1,X74,True,0,0.009007810708135366,0.0001175500846669408
3,X1,X74,True,1,0.03137534335255623,0.00030247832131962267
4,X21,X60,False,0,0.9202068507671356,0.0014699066818221393
5,X21,X60,False,1,0.20747317671775817,3.274009404010993e-05
6,X21,X60,True,0,0.009818398393690586,0.0
7,X21,X60,True,1,0.18055635690689087,0.0
8,X23,X35,False,0,0.5088798105716705,0.0014569059118194172
9,X23,X35,False,1,0.5546588003635406,7.366678231055777e-05
10,X23,X35,True,0,0.6495774865150452,0.0076728362929801164
11,X23,X35,True,1,0.7122951745986938,0.002403390553284107
12,X26,X9,False,0,0.017872091382741928,0.0
13,X26,X9,False,1,0.019141236320137978,0.0
14,X26,X9,True,0,0.26161783933639526,0.0
15,X26,X9,True,1,0.019648481160402298,0.0
16,X3,X57,False,0,0.9374835252761841,0.0036449020296298305
17,X3,X57,False,1,0.9039887189865112,0.007532409703603419
18,X3,X57,True,0,0.9680726528167725,0.0
19,X3,X57,True,1,0.9782347083091736,0.0
20,X33,X60,False,0,0.35920125246047974,0.0
21,X33,X60,False,1,0.3608173727989197,0.0
22,X33,X60,True,0,0.34711208939552307,0.0029596454421425217
23,X33,X60,True,1,0.36181479692459106,0.0003384273969431127
24,X33,X80,False,0,0.33379411697387695,0.0
25,X33,X80,False,1,0.3268595337867737,0.0
26,X33,X80,True,0,0.6148824393749237,0.0019726676312116238
27,X33,X80,True,1,0.5700161039829255,0.002455103767959899
28,X35,X23,False,0,0.15584073960781097,0.0
29,X35,X23,False,1,0.38701024651527405,0.0
30,X35,X23,True,0,0.6285508275032043,0.0
31,X35,X23,True,1,0.4308066666126251,0.0
32,X35,X58,False,0,0.591305092535913,0.5032071626090591
33,X35,X58,False,1,0.20412698946893215,0.41661315433362445
34,X35,X58,True,0,0.6027761101722717,0.008567531223430916
35,X35,X58,True,1,0.4317542612552643,0.0016477484288926142
36,X36,X51,False,0,0.9640999794006347,0.010875000344826193
37,X36,X51,False,1,0.9729461789131164,0.010130309246808881
38,X36,X51,True,0,0.97193643450737,0.0017444105564702558
39,X36,X51,True,1,0.9784016489982605,0.00047040625000070236
40,X4,X76,False,0,0.30816298723220825,0.0
41,X4,X76,False,1,0.34556517004966736,0.0
42,X4,X76,True,0,0.9688877165317535,0.00060896826229854
43,X4,X76,True,1,0.34158861041069033,0.0004986774101541791
44,X51,X36,False,0,0.4451124548912048,0.10280630791233583
45,X51,X36,False,1,0.41025039553642273,0.0
46,X51,X36,True,0,0.4077186584472656,0.0
47,X51,X36,True,1,0.40683433413505554,0.0
48,X51,X99,False,0,0.3667626976966858,0.0
49,X51,X99,False,1,0.4113403677940369,0.0002306508524863769
50,X51,X99,True,0,0.4025721549987793,0.0
51,X51,X99,True,1,0.41168302297592163,0.0012444235220524938
52,X53,X8,False,0,0.6481191873550415,0.0018272064794242965
53,X53,X8,False,1,0.5441434562206269,0.0001494581236232767
54,X53,X8,True,0,0.12939704656600953,8.268899974321415e-05
55,X53,X8,True,1,0.5050265192985535,0.0006243299068827157
56,X56,X89,False,0,0.6737122774124146,0.003046976364246478
57,X56,X89,False,1,0.43102150559425356,0.00037150032153941145
58,X56,X89,True,0,0.20513453483581542,0.001006750038131872
59,X56,X89,True,1,0.414516419172287,0.0
60,X56,X99,False,0,0.369859904050827,0.0
61,X56,X99,False,1,0.43409013748168945,0.0
62,X56,X99,True,0,0.7122656643390656,0.0006553861887557231
63,X56,X99,True,1,0.42959917783737184,0.0007071634128939932
64,X57,X3,False,0,0.9713611602783203,0.0
65,X57,X3,False,1,0.9745938777923584,0.0
66,X57,X3,True,0,0.9753148555755615,0.0
67,X57,X3,True,1,0.9761466085910797,0.00022401612991750558
68,X58,X35,False,0,0.1476304203271866,0.0014599122704834434
69,X58,X35,False,1,0.12683512270450592,0.0
70,X58,X35,True,0,0.6298969388008118,0.0
