,target_var,condition_var,condition_val,intervention,prob
0,X13,X97,0,1,0.52402263879776
1,X13,X97,0,0,0.5332605242729187
2,X13,X97,1,1,0.5224686861038208
3,X13,X97,1,0,0.5318077802658081
4,X27,X30,0,1,0.8576725721359253
5,X27,X30,0,0,0.8487612009048462
6,X27,X30,1,1,0.8551340699195862
7,X27,X30,1,0,0.8125373721122742
8,X10,X96,0,1,0.953621506690979
9,X10,X96,0,0,0.9500987529754639
10,X10,X96,1,1,0.9534415006637573
11,X10,X96,1,0,0.9494448304176331
12,X95,X33,0,1,0.11420074850320816
13,X95,X33,0,0,0.10132192820310593
14,X95,X33,1,1,0.11557802557945251
15,X95,X33,1,0,0.1081400215625763
16,X5,X47,0,1,0.8374089002609253
17,X5,X47,0,0,0.8284783959388733
18,X5,X47,1,1,0.8393728137016296
19,X5,X47,1,0,0.8317432403564453
20,X89,X33,0,1,0.05491256341338158
21,X89,X33,0,0,0.0648399069905281
22,X89,X33,1,1,0.05558686703443527
23,X89,X33,1,0,0.06368257850408554
24,X50,X69,0,1,0.0006906632333993912
25,X50,X69,0,0,0.0004626399604603648
26,X50,X69,1,1,0.0006761965923942626
27,X50,X69,1,0,0.0004124373954255134
28,X32,X93,0,1,0.8868069052696228
29,X32,X93,0,0,0.9494947791099548
30,X32,X93,1,1,0.7561876773834229
31,X32,X93,1,0,0.37672144174575806
32,X12,X48,0,1,0.4573577642440796
33,X12,X48,0,0,0.45356106758117676
34,X12,X48,1,1,0.45642539858818054
35,X12,X48,1,0,0.45230934023857117
36,X61,X58,0,1,0.6437256932258606
37,X61,X58,0,0,0.6438108086585999
38,X61,X58,1,1,0.646674633026123
39,X61,X58,1,0,0.6475144624710083
40,X53,X16,0,1,0.1985437422990799
41,X53,X16,0,0,0.20900987088680267
42,X53,X16,1,1,0.19511465728282928
43,X53,X16,1,0,0.20480698347091675
44,X54,X97,0,1,0.8162063956260681
45,X54,X97,0,0,0.803759753704071
46,X54,X97,1,1,0.8102977871894836
47,X54,X97,1,0,0.7858667969703674
48,X35,X60,0,1,0.6920685172080994
49,X35,X60,0,0,0.707573652267456
50,X35,X60,1,1,0.6945819854736328
51,X35,X60,1,0,0.6975457072257996
52,X22,X49,0,1,0.34046483039855957
53,X22,X49,0,0,0.33859357237815857
54,X22,X49,1,1,0.34471482038497925
55,X22,X49,1,0,0.35600006580352783
56,X45,X63,0,1,0.6714057326316833
57,X45,X63,0,0,0.6817058324813843
58,X45,X63,1,1,0.6680866479873657
59,X45,X63,1,0,0.671868085861206
60,X60,X5,0,1,0.12180771678686142
61,X60,X5,0,0,0.12993913888931274
62,X60,X5,1,1,0.12483502924442291
63,X60,X5,1,0,0.12906190752983093
64,X8,X46,0,1,0.9038351774215698
65,X8,X46,0,0,0.7501145005226135
66,X8,X46,1,1,0.911700963973999
67,X8,X46,1,0,0.9264125227928162
68,X89,X68,0,1,0.05232970789074898
69,X89,X68,0,0,0.056635402143001556
70,X89,X68,1,1,0.050750330090522766
71,X89,X68,1,0,0.05015560984611511
72,X69,X32,0,1,0.9448802471160889
73,X69,X32,0,0,0.9178471565246582
74,X69,X32,1,1,0.9478368163108826
75,X69,X32,1,0,0.9206172227859497
76,X73,X72,0,1,0.7785985469818115
77,X73,X72,0,0,0.7733912467956543
78,X73,X72,1,1,0.7770256996154785
79,X73,X72,1,0,0.7644479870796204
80,X33,X4,0,1,0.9787207841873169
81,X33,X4,0,0,0.9755692481994629
82,X33,X4,1,1,0.9784987568855286
83,X33,X4,1,0,0.9756397604942322
84,X66,X72,0,1,0.27381306886672974
85,X66,X72,0,0,0.28059712052345276
86,X66,X72,1,1,0.2741909623146057
87,X66,X72,1,0,0.28234127163887024
88,X90,X52,0,1,0.30424919724464417
89,X90,X52,0,0,0.30650636553764343
90,X90,X52,1,1,0.30442240834236145
91,X90,X52,1,0,0.30583861470222473
92,X36,X61,0,1,0.4163956642150879
93,X36,X61,0,0,0.3790542185306549
94,X36,X61,1,1,0.4438191056251526
95,X36,X61,1,0,0.47053512930870056
96,X71,X99,0,1,0.47078365087509155
97,X71,X99,0,0,0.45628178119659424
98,X71,X99,1,1,0.48037251830101013
99,X71,X99,1,0,0.46840590238571167
100,X13,X7,0,1,0.5165783166885376
101,X13,X7,0,0,0.5298699736595154
102,X13,X7,1,1,0.5156136751174927
103,X13,X7,1,0,0.5284212231636047
104,X83,X76,0,1,0.16507655382156372
105,X83,X76,0,0,0.15603604912757874
106,X83,X76,1,1,0.1629292070865631
107,X83,X76,1,0,0.16648712754249573
108,X53,X63,0,1,0.1919240653514862
109,X53,X63,0,0,0.19526568055152893
110,X53,X63,1,1,0.19868701696395874
111,X53,X63,1,0,0.20874276757240295
112,X60,X86,0,1,0.12321379035711288
113,X60,X86,0,0,0.1286778599023819
114,X60,X86,1,1,0.12366482615470886
115,X60,X86,1,0,0.12567976117134094
116,X60,X67,0,1,0.12335643917322159
117,X60,X67,0,0,0.12299173325300217
118,X60,X67,1,1,0.12296581268310547
119,X60,X67,1,0,0.12526004016399384
120,X32,X10,0,1,0.8470443487167358
121,X32,X10,0,0,0.8021034598350525
122,X32,X10,1,1,0.863674521446228
123,X32,X10,1,0,0.8301912546157837
124,X54,X7,0,1,0.8125404119491577
125,X54,X7,0,0,0.802866518497467
126,X54,X7,1,1,0.8067189455032349
127,X54,X7,1,0,0.7891289591789246
128,X85,X97,0,1,0.8027204275131226
129,X85,X97,0,0,0.7627207040786743
130,X85,X97,1,1,0.9930605888366699
131,X85,X97,1,0,0.9976569414138794
132,X75,X81,0,1,0.14472335577011108
133,X75,X81,0,0,0.14073872566223145
