,target_var,condition_var,condition_val,intervention,prob,prob_std
0,X0,X32,False,0,0.5625511646270752,0.003279762374865818
1,X0,X32,False,1,0.6309384703636169,0.0017632154702146203
2,X0,X32,True,0,0.9333361387252808,0.0
3,X0,X32,True,1,0.7891160845756531,0.0
4,X13,X52,False,0,0.013641947694122792,0.00031822047289770225
5,X13,X52,False,1,0.516539740562439,0.048181141523287244
6,X13,X52,True,0,0.9179947972297668,0.0
7,X13,X52,True,1,0.8495281577110291,0.004611458895184809
8,X14,X65,False,0,0.14213489294052123,0.1560964624142736
9,X14,X65,False,1,0.4132567957043648,0.2366404431230308
10,X14,X65,True,0,0.3824268728494644,0.020874731490338014
11,X14,X65,True,1,0.41082288026809693,0.021988676906413734
12,X14,X80,False,0,0.42849165201187134,0.0
13,X14,X80,False,1,0.44439855217933655,0.0
14,X14,X80,True,0,0.37986689805984497,0.0
15,X14,X80,True,1,0.301040668040514,0.2535394947963363
16,X21,X26,False,0,0.5225562036037446,0.023264748930944257
17,X21,X26,False,1,0.5659075736999511,0.013060715257822455
18,X21,X26,True,0,0.944418752193451,0.0096283395497671
19,X21,X26,True,1,0.6202973961830139,0.02792670446128928
20,X21,X62,False,0,0.5979189455509186,0.00359807980178702
21,X21,X62,False,1,0.5852632462978363,0.0017474766025058703
22,X21,X62,True,0,0.7201926350593567,0.010475288194005667
23,X21,X62,True,1,0.604611873626709,0.002443139180383785
24,X21,X80,False,0,0.8341591358184814,0.0
25,X21,X80,False,1,0.5975675463676453,0.0013921231235546742
26,X21,X80,True,0,0.28686094284057617,0.0
27,X21,X80,True,1,0.554823100566864,0.0
28,X26,X21,False,0,0.009347186796367169,0.0016265876849419117
29,X26,X21,False,1,0.33039940893650055,0.00525423219989034
30,X26,X21,True,0,0.6434242725372314,0.0
31,X26,X21,True,1,0.4642871618270874,0.0
32,X26,X62,False,0,0.3692229390144348,0.003672823259488061
33,X26,X62,False,1,0.40736537873744966,0.004868595233456267
34,X26,X62,True,0,0.7841562271118164,0.005582330636990562
35,X26,X62,True,1,0.43483337163925173,0.005750080035832667
36,X26,X74,False,0,0.39967432618141174,0.0
37,X26,X74,False,1,0.4011728137731552,0.00255784576376867
38,X26,X74,True,0,0.37252727150917053,0.0
39,X26,X74,True,1,0.3776717782020569,0.0
40,X26,X9,False,0,0.5974474668502807,0.007258964515410853
41,X26,X9,False,1,0.42723396718502044,0.0028319050426075937
42,X26,X9,True,0,0.41003457903862,0.19042994770008334
43,X26,X9,True,1,0.46248183250427244,0.14710865003917573
44,X32,X0,False,0,0.23177202343940734,0.004549318058473291
45,X32,X0,False,1,0.5476159453392029,0.000618486827347626
46,X32,X0,True,0,0.589018440246582,0.0024985008092002817
47,X32,X0,True,1,0.4952275216579437,0.0023482394219304127
48,X32,X40,False,0,0.7165439367294312,0.004790368796218598
49,X32,X40,False,1,0.7053692102432251,0.0013161710172269686
50,X32,X40,True,0,0.04002121314406395,0.0018856109719569344
51,X32,X40,True,1,0.14494045376777648,0.006340527140050647
52,X38,X49,False,0,0.9761509239673615,0.00035000046415130414
53,X38,X49,False,1,0.5988559722900391,0.0
54,X38,X49,True,0,0.008038259111344814,0.0017407507781593038
55,X38,X49,True,1,0.5289935767650604,0.04717545344593225
56,X38,X58,False,0,0.3943161636590958,0.0007528242521640931
57,X38,X58,False,1,0.5188537836074829,0.0
58,X38,X58,True,0,0.9636014640331269,0.0029688066848711793
59,X38,X58,True,1,0.5805262625217438,0.002927477090293478
60,X38,X7,False,0,0.37949404716491697,0.0029587218586031054
61,X38,X7,False,1,0.5228519439697266,0.0018216585810765086
62,X38,X7,True,0,0.8532103657722473,0.0036525826390089223
63,X38,X7,True,1,0.5637777984142304,0.0036307296789183804
64,X40,X32,False,0,0.7518926858901978,0.0
65,X40,X32,False,1,0.4741070866584778,0.0
66,X40,X32,True,0,0.008983799163252116,0.0005112249883008767
67,X40,X32,True,1,0.22179054617881774,0.005454495897353688
68,X40,X50,False,0,0.1984969824552536,0.005554467307944358
69,X40,X50,False,1,0.3319027990102768,0.0017623879665124
70,X40,X50,True,0,0.6251647114753723,0.0059139819713985645
71,X40,X50,True,1,0.3226040303707123,0.0028948375223528944
72,X45,X70,False,0,0.6318522393703461,0.060238303512853926
73,X45,X70,False,1,0.6131522059440613,0.050467945286504355
74,X45,X70,True,0,0.9746325016021729,0.0025879576980997643
75,X45,X70,True,1,0.9623017191886902,0.0022454719071060125
76,X48,X56,False,0,0.19891387820243836,0.00345162855941346
77,X48,X56,False,1,0.6060182690620423,0.00031170630311225884
78,X48,X56,True,0,0.9734400391578675,0.00020453679642067364
79,X48,X56,True,1,0.644595742225647,3.141440610261174e-06
80,X49,X38,False,0,0.9813585400581359,0.0009633164802544493
81,X49,X38,False,1,0.6759209036827087,0.0
82,X49,X38,True,0,0.0008930430107284337,5.254668688337632e-05
83,X49,X38,True,1,0.29595470428466797,0.0
84,X49,X7,False,0,0.7739624679088593,0.0054538236290630916
85,X49,X7,False,1,0.4990043044090271,0.003138236340835706
86,X49,X7,True,0,0.002566414186730981,0.00014721232464755553
87,X49,X7,True,1,0.480156809091568,0.0
88,X50,X40,False,0,0.21713410019874574,0.004846203183282736
89,X50,X40,False,1,0.3856535404920578,0.0018248785577020211
90,X50,X40,True,0,0.6902369797229767,0.00409082230374979
91,X50,X40,True,1,0.37065590620040895,0.0016419430466448537
92,X50,X97,False,0,0.16726966202259064,0.0
93,X50,X97,False,1,0.3785950541496277,0.0
94,X50,X97,True,0,0.5978122353553772,0.007113855090741816
95,X50,X97,True,1,0.37319403886795044,0.007897079063691378
96,X52,X13,False,0,0.6222145557403564,0.0
97,X52,X13,False,1,0.9169132113456726,0.0
98,X52,X13,True,0,0.9904488921165466,0.0
99,X52,X13,True,1,0.9572529196739197,0.010339611966979297
