,target_var,condition_var,condition_val,intervention,prob,prob_std
0,X12,X20,False,0,0.4738223344087601,0.0005456399610363499
1,X12,X20,False,1,0.4755374491214752,0.00012958442517314788
2,X12,X20,True,0,0.5309542536735534,0.0024757316476571403
3,X12,X20,True,1,0.4821729063987732,0.0
4,X15,X22,False,0,0.0037325148237869143,4.806686245461214e-05
5,X15,X22,False,1,0.3544117271900177,0.0015942057151313712
6,X15,X22,True,0,0.9807009100914001,0.0006282366128799403
7,X15,X22,True,1,0.3548220157623291,0.0009031843091602149
8,X15,X63,False,0,0.7483227968215942,0.004887725006959439
9,X15,X63,False,1,0.34439378082752226,0.00011630439036335747
10,X15,X63,True,0,0.07871914058923721,0.003916399452962137
11,X15,X63,True,1,0.3265460133552551,0.020715287672164368
12,X15,X66,False,0,0.15964721143245697,0.0
13,X15,X66,False,1,0.31478787064552305,0.010539482984366366
14,X15,X66,True,0,0.9582535803318024,0.0002773200941923699
15,X15,X66,True,1,0.36548367142677307,0.0
16,X15,X68,False,0,0.2950614273548126,0.0018345761848658857
17,X15,X68,False,1,0.3392819672822952,0.001511538705472427
18,X15,X68,True,0,0.8045042455196381,0.014052135065776296
19,X15,X68,True,1,0.43166583776474,0.13551319693470376
20,X15,X71,False,0,0.838225930929184,0.00312387995724682
21,X15,X71,False,1,0.7289423704147339,0.01735072938400324
22,X15,X71,True,0,0.007871532812714577,0.0002962943958918033
23,X15,X71,True,1,0.05405847355723381,0.0008092193939994514
24,X15,X98,False,0,0.10704272091388703,0.0022021248037495736
25,X15,X98,False,1,0.35645483136177064,0.004137754782682755
26,X15,X98,True,0,0.9517773747444153,0.0011683143287174549
27,X15,X98,True,1,0.3584062337875366,0.0011795858176270586
28,X16,X68,False,0,0.3073663294315338,0.0006248103912056501
29,X16,X68,False,1,0.36622480154037473,0.0025612302645261517
30,X16,X68,True,0,0.8990537524223328,0.006763898606759052
31,X16,X68,True,1,0.3423922598361969,0.0038212986213677883
32,X16,X90,False,0,0.21816551685333252,0.018837931349067992
33,X16,X90,False,1,0.38791024684906006,0.007290404053038319
34,X16,X90,True,0,0.8264040350914001,0.005729045240927808
35,X16,X90,True,1,0.3812001943588257,0.0
36,X17,X59,False,0,0.7517731189727783,0.0009366264599568939
37,X17,X59,False,1,0.7293064892292023,0.0010899228197290666
38,X17,X59,True,0,0.030057212337851524,0.0013804986794733183
39,X17,X59,True,1,0.11481714993715286,0.005938320160781679
40,X20,X12,False,0,0.5345838069915771,0.0
41,X20,X12,False,1,0.49970412254333496,0.0
