,target_var,condition_var,condition_val,intervention,prob
0,X42,X85,0,1,0.3884202241897583
1,X42,X85,0,0,0.40343624353408813
2,X42,X85,1,1,0.3898976445198059
3,X42,X85,1,0,0.4013293981552124
4,X18,X80,0,1,0.9327436685562134
5,X18,X80,0,0,0.968320369720459
6,X18,X80,1,1,0.869178056716919
7,X18,X80,1,0,0.9346117973327637
8,X85,X36,0,1,0.9790563583374023
9,X85,X36,0,0,0.981022298336029
10,X85,X36,1,1,0.9787710309028625
11,X85,X36,1,0,0.9788515567779541
12,X59,X90,0,1,0.15745945274829865
13,X59,X90,0,0,0.17933833599090576
14,X59,X90,1,1,0.16360288858413696
15,X59,X90,1,0,0.20547597110271454
16,X83,X15,0,1,0.7406232953071594
17,X83,X15,0,0,0.7352749705314636
18,X83,X15,1,1,0.7304989099502563
19,X83,X15,1,0,0.7213858366012573
20,X78,X11,0,1,0.3165741264820099
21,X78,X11,0,0,0.3146561086177826
22,X78,X11,1,1,0.3142227232456207
23,X78,X11,1,0,0.31067007780075073
24,X10,X52,0,1,0.9364280700683594
25,X10,X52,0,0,0.9427196383476257
26,X10,X52,1,1,0.9325229525566101
27,X10,X52,1,0,0.9425350427627563
28,X27,X28,0,1,0.7520009875297546
29,X27,X28,0,0,0.7454438209533691
30,X27,X28,1,1,0.7530758380889893
31,X27,X28,1,0,0.7433001399040222
32,X75,X76,0,1,0.03895007446408272
33,X75,X76,0,0,0.05156770721077919
34,X75,X76,1,1,0.039658740162849426
35,X75,X76,1,0,0.06191597133874893
36,X46,X45,0,1,0.9920256733894348
37,X46,X45,0,0,0.992779552936554
38,X46,X45,1,1,0.9927079081535339
39,X46,X45,1,0,0.9929119944572449
40,X46,X78,0,1,0.9930338859558105
41,X46,X78,0,0,0.9931809306144714
42,X46,X78,1,1,0.9927461743354797
43,X46,X78,1,0,0.9928994178771973
44,X23,X15,0,1,0.8960822820663452
45,X23,X15,0,0,0.8898593783378601
46,X23,X15,1,1,0.8954969644546509
47,X23,X15,1,0,0.8876888155937195
48,X34,X41,0,1,0.7927495837211609
49,X34,X41,0,0,0.8113216757774353
50,X34,X41,1,1,0.7918034195899963
51,X34,X41,1,0,0.8033724427223206
52,X93,X29,0,1,0.1451881378889084
53,X93,X29,0,0,0.1442815065383911
54,X93,X29,1,1,0.14866678416728973
55,X93,X29,1,0,0.14647918939590454
56,X33,X57,0,1,0.9934480786323547
57,X33,X57,0,0,0.993906557559967
58,X33,X57,1,1,0.9932041168212891
59,X33,X57,1,0,0.9933736324310303
60,X51,X61,0,1,0.9880274534225464
61,X51,X61,0,0,0.9906358122825623
62,X51,X61,1,1,0.9880623817443848
63,X51,X61,1,0,0.9908503890037537
64,X0,X14,0,1,0.9998403787612915
65,X0,X14,0,0,0.9997521042823792
66,X0,X14,1,1,0.9998716115951538
67,X0,X14,1,0,0.9997617602348328
68,X47,X18,0,1,0.16309680044651031
69,X47,X18,0,0,0.3674028217792511
70,X47,X18,1,1,0.23797863721847534
71,X47,X18,1,0,0.32925140857696533
72,X7,X61,0,1,0.1418680101633072
73,X7,X61,0,0,0.14355383813381195
74,X7,X61,1,1,0.14211617410182953
75,X7,X61,1,0,0.1403585821390152
76,X18,X32,0,1,0.793852686882019
77,X18,X32,0,0,0.7180737853050232
78,X18,X32,1,1,0.9060898423194885
79,X18,X32,1,0,0.9597731232643127
80,X17,X42,0,1,0.22263725101947784
81,X17,X42,0,0,0.24452821910381317
82,X17,X42,1,1,0.22510722279548645
83,X17,X42,1,0,0.24512383341789246
84,X94,X6,0,1,0.1007646769285202
85,X94,X6,0,0,0.11710917949676514
86,X94,X6,1,1,0.10154871642589569
87,X94,X6,1,0,0.11210126429796219
88,X60,X31,0,1,0.823695182800293
89,X60,X31,0,0,0.8247124552726746
90,X60,X31,1,1,0.8236806392669678
91,X60,X31,1,0,0.8258593082427979
92,X44,X72,0,1,0.1210419237613678
93,X44,X72,0,0,0.1385396271944046
94,X44,X72,1,1,0.12087766081094742
95,X44,X72,1,0,0.1383497714996338
96,X10,X57,0,1,0.9272516965866089
97,X10,X57,0,0,0.9364790916442871
98,X10,X57,1,1,0.9253402352333069
99,X10,X57,1,0,0.9344455003738403
100,X26,X9,0,1,0.8866977691650391
101,X26,X9,0,0,0.8816893696784973
102,X26,X9,1,1,0.8868393301963806
103,X26,X9,1,0,0.8827185034751892
104,X29,X60,0,1,0.0011902726255357265
105,X29,X60,0,0,0.0012546601938083768
106,X29,X60,1,1,0.0011764084920287132
107,X29,X60,1,0,0.0012756498763337731
108,X61,X9,0,1,0.42549702525138855
109,X61,X9,0,0,0.4190007746219635
110,X61,X9,1,1,0.4260202944278717
111,X61,X9,1,0,0.41879650950431824
112,X6,X38,0,1,0.26942524313926697
113,X6,X38,0,0,0.26503753662109375
114,X6,X38,1,1,0.2754944860935211
115,X6,X38,1,0,0.2708750367164612
116,X46,X38,0,1,0.9917165637016296
117,X46,X38,0,0,0.9906150102615356
118,X46,X38,1,1,0.9915779829025269
119,X46,X38,1,0,0.9895477294921875
120,X27,X80,0,1,0.7538173794746399
121,X27,X80,0,0,0.7445362210273743
122,X27,X80,1,1,0.755317747592926
123,X27,X80,1,0,0.7468442916870117
124,X47,X37,0,1,0.16923512518405914
125,X47,X37,0,0,0.21664659678936005
126,X47,X37,1,1,0.19907812774181366
127,X47,X37,1,0,0.23411771655082703
128,X73,X27,0,1,0.3178189992904663
129,X73,X27,0,0,0.3426808714866638
130,X73,X27,1,1,0.3194260895252228
131,X73,X27,1,0,0.3393419086933136
132,X98,X3,0,1,0.3003399968147278
133,X98,X3,0,0,0.28078314661979675
134,X98,X3,1,1,0.3333256244659424
135,X98,X3,1,0,0.5207926630973816
136,X63,X28,0,1,0.08180031925439835
137,X63,X28,0,0,0.08536776900291443
138,X63,X28,1,1,0.08093535900115967
139,X63,X28,1,0,0.08332141488790512
140,X55,X76,0,1,0.6128621101379395
141,X55,X76,0,0,0.5480865836143494
142,X55,X76,1,1,0.6144086718559265
143,X55,X76,1,0,0.7192680835723877
144,X20,X14,0,1,0.8381182551383972
145,X20,X14,0,0,0.8438903093338013
146,X20,X14,1,1,0.8385741710662842
147,X20,X14,1,0,0.8430530428886414
148,X40,X96,0,1,0.03422834724187851
149,X40,X96,0,0,0.037235602736473083
150,X40,X96,1,1,0.03520536795258522
151,X40,X96,1,0,0.03738604858517647
152,X65,X80,0,1,0.709597647190094
153,X65,X80,0,0,0.7015042304992676
154,X65,X80,1,1,0.7105087041854858
155,X65,X80,1,0,0.7047533988952637
156,X73,X13,0,1,0.2839837968349457
157,X73,X13,0,0,0.24817171692848206
158,X73,X13,1,1,0.33042412996292114
159,X73,X13,1,0,0.27880412340164185
160,X91,X85,0,1,0.727135181427002
161,X91,X85,0,0,0.7370824217796326
162,X91,X85,1,1,0.7280636429786682
163,X91,X85,1,0,0.7484878301620483
164,X8,X43,0,1,0.17559371888637543
165,X8,X43,0,0,0.1440393626689911
166,X8,X43,1,1,0.15902739763259888
167,X8,X43,1,0,0.16300882399082184
168,X82,X26,0,1,0.004042256623506546
169,X82,X26,0,0,0.0035591558553278446
170,X82,X26,1,1,0.004120664205402136
171,X82,X26,1,0,0.0038833809085190296
172,X72,X92,0,1,0.549481213092804
173,X72,X92,0,0,0.3005238175392151
174,X72,X92,1,1,0.6271259784698486
175,X72,X92,1,0,0.6637404561042786
176,X57,X9,0,1,0.2604728639125824
177,X57,X9,0,0,0.2727079689502716
178,X57,X9,1,1,0.2595856189727783
179,X57,X9,1,0,0.2694440484046936
180,X82,X31,0,1,0.003780016442760825
181,X82,X31,0,0,0.002960967132821679
182,X82,X31,1,1,0.003850345266982913
183,X82,X31,1,0,0.0031067319214344025
184,X27,X32,0,1,0.7447707653045654
185,X27,X32,0,0,0.7311082482337952
186,X27,X32,1,1,0.7490440011024475
187,X27,X32,1,0,0.737794816493988
188,X93,X57,0,1,0.15550944209098816
189,X93,X57,0,0,0.15717348456382751
190,X93,X57,1,1,0.1558033525943756
191,X93,X57,1,0,0.15629859268665314
192,X17,X0,0,1,0.2141619473695755
193,X17,X0,0,0,0.2373003512620926
194,X17,X0,1,1,0.21220891177654266
195,X17,X0,1,0,0.22228175401687622
196,X63,X80,0,1,0.08224667608737946
197,X63,X80,0,0,0.08142968267202377
198,X63,X80,1,1,0.08259352296590805
199,X63,X80,1,0,0.08168599754571915
200,X54,X36,0,1,0.4063042402267456
201,X54,X36,0,0,0.2413157820701599
202,X54,X36,1,1,0.5412876009941101
203,X54,X36,1,0,0.5466204285621643
204,X83,X3,0,1,0.7508453130722046
205,X83,X3,0,0,0.8205519318580627
206,X83,X3,1,1,0.7294349074363708
207,X83,X3,1,0,0.7340139746665955
208,X20,X93,0,1,0.8464099168777466
209,X20,X93,0,0,0.804292619228363
210,X20,X93,1,1,0.8458842039108276
211,X20,X93,1,0,0.8118833899497986
212,X42,X75,0,1,0.35350775718688965
213,X42,X75,0,0,0.3593362867832184
214,X42,X75,1,1,0.9396872520446777
215,X42,X75,1,0,0.9659780263900757
216,X52,X6,0,1,0.860478937625885
217,X52,X6,0,0,0.8688014149665833
218,X52,X6,1,1,0.8596668839454651
219,X52,X6,1,0,0.8659831285476685
220,X60,X83,0,1,0.8257864713668823
221,X60,X83,0,0,0.8013603687286377
222,X60,X83,1,1,0.8317034840583801
223,X60,X83,1,0,0.8628416657447815
224,X11,X20,0,1,0.19152843952178955
225,X11,X20,0,0,0.2019060254096985
226,X11,X20,1,1,0.18364523351192474
227,X11,X20,1,0,0.18862490355968475
228,X44,X55,0,1,0.12871046364307404
229,X44,X55,0,0,0.14822976291179657
230,X44,X55,1,1,0.11091472953557968
231,X44,X55,1,0,0.10149800032377243
232,X36,X39,0,1,0.9056112170219421
233,X36,X39,0,0,0.9100815057754517
234,X36,X39,1,1,0.9025605320930481
235,X36,X39,1,0,0.9026423096656799
236,X8,X2,0,1,0.162117138504982
237,X8,X2,0,0,0.16249357163906097
238,X8,X2,1,1,0.1626310497522354
239,X8,X2,1,0,0.16256704926490784
240,X66,X22,0,1,0.32386690378189087
241,X66,X22,0,0,0.12667594850063324
242,X66,X22,1,1,0.591881513595581
243,X66,X22,1,0,0.6662905216217041
244,X41,X92,0,1,0.7390122413635254
245,X41,X92,0,0,0.7420893311500549
246,X41,X92,1,1,0.7350908517837524
247,X41,X92,1,0,0.73907870054245
248,X84,X28,0,1,0.9444693922996521
249,X84,X28,0,0,0.9512297511100769
250,X84,X28,1,1,0.9183065295219421
251,X84,X28,1,0,0.9101058840751648
252,X96,X49,0,1,0.8031644821166992
253,X96,X49,0,0,0.8052762150764465
254,X96,X49,1,1,0.7989493608474731
255,X96,X49,1,0,0.783866822719574
256,X11,X51,0,1,0.18048200011253357
257,X11,X51,0,0,0.17976146936416626
258,X11,X51,1,1,0.18016624450683594
259,X11,X51,1,0,0.17962217330932617
260,X15,X39,0,1,0.18398603796958923
261,X15,X39,0,0,0.1917077749967575
262,X15,X39,1,1,0.18199409544467926
263,X15,X39,1,0,0.18100574612617493
264,X66,X23,0,1,0.5362858772277832
265,X66,X23,0,0,0.5326008200645447
266,X66,X23,1,1,0.5306070446968079
267,X66,X23,1,0,0.5329863429069519
268,X98,X33,0,1,0.3063792884349823
269,X98,X33,0,0,0.34162667393684387
270,X98,X33,1,1,0.30815771222114563
271,X98,X33,1,0,0.3394733965396881
272,X71,X44,0,1,0.014138083904981613
273,X71,X44,0,0,0.009860282763838768
274,X71,X44,1,1,0.012150021269917488
275,X71,X44,1,0,0.008535431697964668
276,X63,X32,0,1,0.07834555953741074
277,X63,X32,0,0,0.0774364098906517
278,X63,X32,1,1,0.0819099098443985
279,X63,X32,1,0,0.0799608826637268
280,X11,X54,0,1,0.18072883784770966
281,X11,X54,0,0,0.23839224874973297
282,X11,X54,1,1,0.1812107115983963
283,X11,X54,1,0,0.22030016779899597
284,X97,X65,0,1,0.8164480924606323
285,X97,X65,0,0,0.8302145600318909
286,X97,X65,1,1,0.002750157844275236
287,X97,X65,1,0,0.0008227379294112325
288,X67,X34,0,1,0.12056424468755722
289,X67,X34,0,0,0.13730208575725555
290,X67,X34,1,1,0.14614781737327576
291,X67,X34,1,0,0.1818591207265854
292,X1,X13,0,1,0.9033944010734558
293,X1,X13,0,0,0.9191024899482727
294,X1,X13,1,1,0.8973126411437988
295,X1,X13,1,0,0.9053059816360474
296,X24,X63,0,1,0.03267008811235428
297,X24,X63,0,0,0.029598301276564598
298,X24,X63,1,1,0.03173249587416649
299,X24,X63,1,0,0.032492708414793015
300,X9,X56,0,1,0.886832594871521
301,X9,X56,0,0,0.8736827373504639
302,X9,X56,1,1,0.8857753872871399
303,X9,X56,1,0,0.8686517477035522
304,X26,X85,0,1,0.888196587562561
305,X26,X85,0,0,0.9038001894950867
306,X26,X85,1,1,0.8880591988563538
307,X26,X85,1,0,0.9013364911079407
308,X49,X58,0,1,0.48837682604789734
309,X49,X58,0,0,0.4573793113231659
310,X49,X58,1,1,0.49495238065719604
311,X49,X58,1,0,0.5138547420501709
312,X61,X85,0,1,0.4595550298690796
313,X61,X85,0,0,0.43567854166030884
314,X61,X85,1,1,0.4304056763648987
315,X61,X85,1,0,0.418265700340271
316,X71,X79,0,1,0.01657295785844326
317,X71,X79,0,0,0.012211089953780174
318,X71,X79,1,1,0.016661912202835083
319,X71,X79,1,0,0.015030736103653908
320,X82,X83,0,1,0.006262203678488731
321,X82,X83,0,0,0.3547325134277344
322,X82,X83,1,1,0.007228916045278311
323,X82,X83,1,0,0.5736501812934875
324,X11,X62,0,1,0.18022626638412476
325,X11,X62,0,0,0.18400222063064575
326,X11,X62,1,1,0.17657701671123505
327,X11,X62,1,0,0.18030264973640442
328,X20,X66,0,1,0.8472275733947754
329,X20,X66,0,0,0.8376684784889221
330,X20,X66,1,1,0.8398771286010742
331,X20,X66,1,0,0.8219853639602661
332,X50,X21,0,1,0.14147613942623138
333,X50,X21,0,0,0.16609445214271545
334,X50,X21,1,1,0.14690561592578888
335,X50,X21,1,0,0.15139231085777283
336,X72,X16,0,1,0.5770238637924194
337,X72,X16,0,0,0.4763370156288147
338,X72,X16,1,1,0.53327876329422
339,X72,X16,1,0,0.604459822177887
340,X60,X24,0,1,0.8312529921531677
341,X60,X24,0,0,0.8294529914855957
342,X60,X24,1,1,0.8356436491012573
343,X60,X24,1,0,0.8493310809135437
344,X95,X12,0,1,0.8479141592979431
345,X95,X12,0,0,0.8348013162612915
346,X95,X12,1,1,0.8436189889907837
347,X95,X12,1,0,0.8277177214622498
348,X66,X10,0,1,0.5137237310409546
349,X66,X10,0,0,0.484147846698761
350,X66,X10,1,1,0.5268118381500244
351,X66,X10,1,0,0.5363314151763916
352,X71,X81,0,1,0.017159778624773026
353,X71,X81,0,0,0.016344482079148293
354,X71,X81,1,1,0.01715133711695671
355,X71,X81,1,0,0.01761910691857338
356,X74,X7,0,1,0.3705044984817505
357,X74,X7,0,0,0.3741357624530792
358,X74,X7,1,1,0.37009555101394653
359,X74,X7,1,0,0.3706139326095581
360,X90,X56,0,1,0.9436563849449158
361,X90,X56,0,0,0.9458511471748352
362,X90,X56,1,1,0.9431901574134827
363,X90,X56,1,0,0.9455695748329163
364,X9,X5,0,1,0.8947113752365112
365,X9,X5,0,0,0.8913704752922058
366,X9,X5,1,1,0.891920268535614
367,X9,X5,1,0,0.8903768658638
368,X3,X60,0,1,0.42209678888320923
369,X3,X60,0,0,0.4450746774673462
370,X3,X60,1,1,0.4221293330192566
371,X3,X60,1,0,0.44336456060409546
372,X64,X43,0,1,0.37906140089035034
373,X64,X43,0,0,0.37209847569465637
374,X64,X43,1,1,0.38598495721817017
375,X64,X43,1,0,0.4052901268005371
376,X70,X8,0,1,0.928899884223938
377,X70,X8,0,0,0.9486269950866699
378,X70,X8,1,1,0.9290381669998169
379,X70,X8,1,0,0.9473190903663635
380,X95,X64,0,1,0.8488582372665405
381,X95,X64,0,0,0.8494566679000854
382,X95,X64,1,1,0.8357952833175659
383,X95,X64,1,0,0.7833645939826965
384,X75,X44,0,1,0.03009903058409691
385,X75,X44,0,0,0.025984641164541245
386,X75,X44,1,1,0.034359607845544815
387,X75,X44,1,0,0.0360480360686779
388,X29,X52,0,1,0.0011326925596222281
389,X29,X52,0,0,0.0010751616209745407
390,X29,X52,1,1,0.0010950884316116571
391,X29,X52,1,0,0.0010814411798492074
392,X35,X5,0,1,0.40224581956863403
393,X35,X5,0,0,0.4143143892288208
394,X35,X5,1,1,0.4041482210159302
395,X35,X5,1,0,0.4090368449687958
396,X33,X1,0,1,0.9891479015350342
397,X33,X1,0,0,0.9863129258155823
398,X33,X1,1,1,0.9893689751625061
399,X33,X1,1,0,0.9863748550415039
400,X78,X77,0,1,0.2928174138069153
401,X78,X77,0,0,0.26559242606163025
402,X78,X77,1,1,0.33012503385543823
403,X78,X77,1,0,0.42590388655662537
404,X47,X63,0,1,0.18909385800361633
405,X47,X63,0,0,0.20704245567321777
406,X47,X63,1,1,0.20056410133838654
407,X47,X63,1,0,0.21265804767608643
408,X9,X94,0,1,0.883095383644104
409,X9,X94,0,0,0.8712124824523926
410,X9,X94,1,1,0.882357120513916
411,X9,X94,1,0,0.8690609335899353
412,X57,X85,0,1,0.26335421204566956
413,X57,X85,0,0,0.2702349126338959
414,X57,X85,1,1,0.26178422570228577
415,X57,X85,1,0,0.2638629376888275
416,X68,X8,0,1,0.37750616669654846
417,X68,X8,0,0,0.3746986389160156
418,X68,X8,1,1,0.37777018547058105
419,X68,X8,1,0,0.3717444837093353
420,X51,X71,0,1,0.9878139495849609
421,X51,X71,0,0,0.9892998933792114
422,X51,X71,1,1,0.9878074526786804
423,X51,X71,1,0,0.9890043139457703
424,X35,X42,0,1,0.4331638216972351
425,X35,X42,0,0,0.45267626643180847
426,X35,X42,1,1,0.4407038688659668
427,X35,X42,1,0,0.46497228741645813
428,X16,X72,0,1,0.4327341914176941
429,X16,X72,0,0,0.494823157787323
430,X16,X72,1,1,0.4420253336429596
431,X16,X72,1,0,0.3892975449562073
432,X90,X5,0,1,0.9578879475593567
433,X90,X5,0,0,0.9614341259002686
434,X90,X5,1,1,0.957819938659668
435,X90,X5,1,0,0.9606400728225708
436,X85,X47,0,1,0.9779741168022156
437,X85,X47,0,0,0.9756695628166199
438,X85,X47,1,1,0.9770078659057617
439,X85,X47,1,0,0.9753085970878601
440,X99,X7,0,1,0.29713961482048035
441,X99,X7,0,0,0.2977011799812317
442,X99,X7,1,1,0.2975500822067261
443,X99,X7,1,0,0.2963729798793793
444,X7,X71,0,1,0.13614225387573242
445,X7,X71,0,0,0.12847900390625
446,X7,X71,1,1,0.1251717507839203
447,X7,X71,1,0,0.12080926448106766
448,X60,X29,0,1,0.8286659121513367
