,target_var,condition_var,condition_val,intervention,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
0,X66,X87,0,0,0.01581872021779418,0.0020980332927736395,1.0,4.0,1.0,"['X80', 'X2', 'X0', 'X29']"
1,X66,X87,0,1,0.20833848386537285,0.39235415468308743,2.0,4.0,1.0,"['X80', 'X2', 'X0', 'X29']"
2,X66,X87,1,0,0.9928025484085083,0.0003318428993225098,1.0,4.0,1.0,"['X80', 'X2', 'X0', 'X29']"
3,X66,X87,1,1,0.8950384557712823,0.296064325348108,2.0,4.0,1.0,"['X80', 'X2', 'X0', 'X29']"
4,X69,X97,0,0,0.10688764388341951,0.21378213891319345,1.0,11.0,1.0,"['X27', 'X7', 'X85', 'X24', 'X65', 'X12', 'X26', 'X6', 'X14', 'X39', 'X61']"
5,X69,X97,0,1,0.1064897054656285,0.20947176183292732,2.0,8.0,1.0,"['X27', 'X7', 'X85', 'X24', 'X65', 'X12', 'X26', 'X6', 'X14', 'X39', 'X61']"
6,X69,X97,1,0,0.04316401784308255,0.012458646410755586,1.0,11.0,1.0,"['X27', 'X7', 'X85', 'X24', 'X65', 'X12', 'X26', 'X6', 'X14', 'X39', 'X61']"
7,X69,X97,1,1,0.046777213164477874,0.10724136644061127,2.0,8.0,1.0,"['X27', 'X7', 'X85', 'X24', 'X65', 'X12', 'X26', 'X6', 'X14', 'X39', 'X61']"
8,X2,X22,0,0,0.9307636857032776,0.004081152006669945,1.0,5.0,0.0,"['X51', 'X80', 'X84', 'X56', 'X14']"
9,X2,X22,0,1,0.4657557105470914,0.46501692965977953,2.0,3.5,0.0,"['X51', 'X80', 'X84', 'X0', 'X56', 'X14']"
10,X2,X22,1,0,0.0006977166631259024,1.9900035113096237e-06,1.0,2.0,0.0,"['X0', 'X80']"
11,X2,X22,1,1,0.0007122163951862603,1.4886135522655521e-05,2.0,2.0,0.0,"['X0', 'X80']"
12,X32,X87,0,0,0.39160211831331254,0.38049791589975324,1.0,5.0,1.0,"['X80', 'X2', 'X0', 'X29', 'X3']"
13,X32,X87,0,1,0.5798398002982139,0.41144842669700427,2.0,5.0,1.0,"['X80', 'X2', 'X0', 'X29', 'X3']"
14,X32,X87,1,0,0.9703071117401123,0.02888453911141982,1.0,5.0,1.0,"['X80', 'X2', 'X0', 'X29', 'X3']"
15,X32,X87,1,1,0.8690166503190995,0.26300047074946814,2.0,5.0,1.0,"['X80', 'X2', 'X0', 'X29', 'X3']"
16,X41,X98,0,0,0.9600565791130066,0.008311789924660038,1.0,5.0,1.0,"['X37', 'X31', 'X23', 'X46', 'X30']"
17,X41,X98,0,1,0.9190828248858451,0.14895708259015542,2.0,5.0,1.0,"['X37', 'X31', 'X23', 'X46', 'X30']"
