,target_var,condition_var,condition_val,intervention,prob
0,X12,X87,0,1,0.2320065200328827
1,X12,X87,0,0,0.2317841500043869
2,X12,X87,1,1,0.23322883248329163
3,X12,X87,1,0,0.24776500463485718
4,X78,X90,0,1,0.029138417914509773
5,X78,X90,0,0,0.025372467935085297
6,X78,X90,1,1,0.029521510004997253
7,X78,X90,1,0,0.025863002985715866
8,X11,X75,0,1,0.24153900146484375
9,X11,X75,0,0,0.26899299025535583
10,X11,X75,1,1,0.23600584268569946
11,X11,X75,1,0,0.20985622704029083
12,X15,X21,0,1,0.06232006102800369
13,X15,X21,0,0,0.055812690407037735
14,X15,X21,1,1,0.06228690594434738
15,X15,X21,1,0,0.0537215881049633
16,X86,X89,0,1,0.1159176155924797
17,X86,X89,0,0,0.11022520810365677
18,X86,X89,1,1,0.11576425284147263
19,X86,X89,1,0,0.10792268067598343
20,X86,X95,0,1,0.11598106473684311
21,X86,X95,0,0,0.10203517973423004
22,X86,X95,1,1,0.11674857139587402
23,X86,X95,1,0,0.10631760209798813
24,X95,X5,0,1,0.9220482707023621
25,X95,X5,0,0,0.918574333190918
26,X95,X5,1,1,0.9226293563842773
27,X95,X5,1,0,0.9149892926216125
28,X35,X38,0,1,0.34750035405158997
29,X35,X38,0,0,0.37808674573898315
30,X35,X38,1,1,0.5338827967643738
31,X35,X38,1,0,0.36907678842544556
32,X37,X4,0,1,0.9380977749824524
33,X37,X4,0,0,0.9480518102645874
34,X37,X4,1,1,0.9349800944328308
35,X37,X4,1,0,0.9341856837272644
36,X99,X30,0,1,0.9929399490356445
37,X99,X30,0,0,0.9935686588287354
38,X99,X30,1,1,0.9927474856376648
39,X99,X30,1,0,0.9929593801498413
40,X24,X51,0,1,0.9462337493896484
41,X24,X51,0,0,0.942865788936615
42,X24,X51,1,1,0.9763622879981995
43,X24,X51,1,0,0.9635407328605652
44,X90,X66,0,1,0.8880916237831116
45,X90,X66,0,0,0.884897768497467
46,X90,X66,1,1,0.8910141587257385
47,X90,X66,1,0,0.8800027966499329
48,X40,X95,0,1,0.4028586745262146
49,X40,X95,0,0,0.3920608162879944
50,X40,X95,1,1,0.3956412374973297
51,X40,X95,1,0,0.3838966190814972
52,X3,X94,0,1,0.7410430908203125
