,target_var,condition_var,condition_val,intervention,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
0,X65,X61,0,0,0.6449562340974808,0.22559840782362794,1.0,7.0,1.0,"['X64', 'X74', 'X7', 'X91', 'X75', 'X67', 'X90']"
1,X65,X61,0,1,0.6000144690275192,0.2534636656162253,1.0,7.0,1.0,"['X64', 'X68', 'X74', 'X41', 'X91', 'X55', 'X67']"
2,X65,X61,1,0,0.9975587427616119,1.594736166773911e-05,1.0,7.0,1.0,"['X64', 'X74', 'X7', 'X91', 'X75', 'X67', 'X90']"
3,X65,X61,1,1,0.721466937661171,0.26794972934413874,1.0,7.0,1.0,"['X64', 'X68', 'X74', 'X41', 'X91', 'X55', 'X67']"
4,X35,X23,0,0,0.10769456895068288,0.2904358894564211,1.0,1.0,1.0,['X78']
5,X35,X23,0,1,0.40034172823652625,0.4819494978759489,1.0,1.0,1.0,['X78']
6,X35,X23,1,0,0.7933664094656706,0.39088802114129073,1.0,1.0,1.0,['X78']
7,X35,X23,1,1,0.4994924950879067,0.4917760204989463,1.0,1.0,1.0,['X78']
8,X78,X61,0,0,0.31090086568146946,0.44951240741448206,1.0,2.0,1.0,"['X35', 'X38']"
9,X78,X61,0,1,0.7039307128638029,0.4479001336190914,1.0,2.0,1.0,"['X35', 'X38']"
10,X78,X61,1,0,0.12150517366826534,0.2916371958331059,1.0,2.0,1.0,"['X35', 'X38']"
11,X78,X61,1,1,0.2158528633415699,0.3905683993482146,1.0,2.0,1.0,"['X35', 'X38']"
12,X60,X80,0,0,0.9939943313598633,0.0003092217626075831,1.0,7.0,1.0,"['X96', 'X5', 'X37', 'X46', 'X55', 'X16', 'X66']"
13,X60,X80,0,1,0.9960720539093018,0.0004519794423604375,1.0,4.0,1.0,"['X96', 'X5', 'X72', 'X16']"
14,X60,X80,1,0,0.0007512966403737664,3.694278148096577e-05,1.0,7.0,1.0,"['X96', 'X5', 'X37', 'X46', 'X55', 'X16', 'X66']"
15,X60,X80,1,1,0.0013279953040182591,6.133314797973784e-05,1.0,4.0,1.0,"['X96', 'X5', 'X72', 'X16']"
16,X58,X35,0,0,0.11110773980617523,0.009463539719581603,1.0,2.0,1.0,"['X47', 'X78']"
17,X58,X35,0,1,0.09399472624063492,0.007574057579040528,1.0,2.0,1.0,"['X47', 'X78']"
18,X58,X35,1,0,0.7100614309310913,0.05014403177254692,1.0,2.0,1.0,"['X47', 'X78']"
19,X58,X35,1,1,0.7342010855674743,0.01204105006830164,1.0,2.0,1.0,"['X47', 'X78']"
20,X77,X8,0,0,0.2519583597779274,0.2896023149273106,1.0,2.0,1.0,"['X71', 'X6']"
21,X77,X8,0,1,0.39115731716156005,0.3660730492158907,1.0,2.0,1.0,"['X71', 'X6']"
22,X77,X8,1,0,0.5713480204343796,0.13743244276592895,1.0,2.0,1.0,"['X71', 'X6']"
23,X77,X8,1,1,0.16965971887111664,0.2226398448923333,1.0,2.0,1.0,"['X71', 'X6']"
24,X21,X60,0,0,0.8787439346313477,0.0594289346814,1.0,4.0,1.0,"['X96', 'X5', 'X72', 'X16']"
25,X21,X60,0,1,0.378387326002121,0.37118505435930693,1.0,4.0,1.0,"['X96', 'X5', 'X72', 'X16']"
26,X21,X60,1,0,0.006089810281991959,0.0,1.0,4.0,1.0,"['X96', 'X5', 'X72', 'X16']"
27,X21,X60,1,1,0.16112958267331123,0.3078094513004131,1.0,4.0,1.0,"['X96', 'X5', 'X72', 'X16']"
28,X80,X33,0,0,0.29020819503930395,0.44247734772022795,1.0,3.6,1.0,"['X96', 'X5', 'X16', 'X85', 'X21']"
29,X80,X33,0,1,0.29152646673610433,0.44437146959093426,1.0,3.0,1.0,"['X85', 'X21', 'X5']"
30,X80,X33,1,0,0.5807630151044577,0.47329151393653146,1.0,5.0,1.0,"['X96', 'X5', 'X16', 'X85', 'X21']"
