,target_var,condition_var,condition_val,intervention,prob,prob_std
0,X2,X22,False,0,0.9173079371452332,0.0005596916248860402
1,X2,X22,False,1,0.8632371902465821,0.023246021514823852
2,X2,X22,True,0,0.15950508415699005,0.04459329921472139
3,X2,X22,True,1,0.25280221700668337,0.15430522554406687
4,X2,X91,False,0,0.8415444374084473,0.21058028895353487
5,X2,X91,False,1,0.9202179908752441,0.0
6,X2,X91,True,0,0.1541740447282791,0.0
7,X2,X91,True,1,0.14455169439315796,0.0
8,X22,X2,False,0,0.9941673994064331,0.0015508970567810793
9,X22,X2,False,1,0.7513619065284729,0.3586733627487172
10,X22,X2,True,0,0.5073768779635429,0.36090022399149796
11,X22,X2,True,1,0.47445245981216433,0.39531238658505685
12,X22,X3,False,0,0.964418351650238,0.0
13,X22,X3,False,1,0.7830700397491455,0.17428999407251244
14,X22,X3,True,0,0.3715111017227173,0.0
15,X22,X3,True,1,0.5226517915725708,0.13714480463223305
16,X22,X32,False,0,0.11036458015441894,0.24329723685922905
17,X22,X32,False,1,0.575986085832119,0.4604766417519612
18,X22,X32,True,0,0.985546350479126,0.0
19,X22,X32,True,1,0.8887020651251077,0.29673429022894343
20,X3,X22,False,0,0.7909111626446247,0.41157126604472416
21,X3,X22,False,1,0.5921923857182264,0.5038456638081974
22,X3,X22,True,0,0.3956872956827283,0.5070872862796062
23,X3,X22,True,1,0.5921482047066092,0.5049939957325946
24,X3,X56,False,0,0.1994549036026001,0.0
25,X3,X56,False,1,0.40834317207336424,0.23436800606863123
26,X3,X56,True,0,0.8323711633682251,0.09471258723220474
27,X3,X56,True,1,0.4133236050605774,0.23087180885313785
28,X3,X66,False,0,0.9831767082214355,0.0
29,X3,X66,False,1,0.2992456816136837,0.47234293286992196
30,X3,X66,True,0,0.0017128705512732267,0.0
31,X3,X66,True,1,0.39686834877356886,0.5058552883806707
32,X3,X91,False,0,0.9030374884605408,0.0
33,X3,X91,False,1,0.9088431000709534,0.0
34,X3,X91,True,0,0.298873595893383,0.20498317008175515
35,X3,X91,True,1,0.18332119286060333,0.0
36,X30,X9,False,0,0.17190541476011276,0.23558043721855884
37,X30,X9,False,1,0.5507419668138027,0.26135366731552223
38,X30,X9,True,0,0.46432724595069885,0.0
39,X30,X9,True,1,0.46631215456873176,0.15863701945598377
40,X31,X68,False,0,0.005952094309031963,0.00048572287159682017
41,X31,X68,False,1,0.15622821748256682,0.310876941083732
42,X31,X68,True,0,0.6387135434895754,0.33177316398669837
43,X31,X68,True,1,0.31144088031724093,0.38898054901984697
44,X32,X22,False,0,0.09502434190362692,0.2593220079454708
45,X32,X22,False,1,0.6784190920181572,0.4588423278920717
46,X32,X22,True,0,0.9781978726387024,0.0
47,X32,X22,True,1,0.49444621009752154,0.5078139458214955
48,X32,X56,False,0,0.9882068037986755,0.0
49,X32,X56,False,1,0.6912768878042698,0.39376359686826096
50,X32,X56,True,0,0.16011466309428216,0.21797031672728615
51,X32,X56,True,1,0.5186556689441204,0.4403249748325971
52,X32,X87,False,0,0.3214629292488098,0.0
53,X32,X87,False,1,0.5016426801681518,0.2867517782974784
54,X32,X87,True,0,0.9687628746032715,0.0
55,X32,X87,True,1,0.6265184104442596,0.26655581083085317
56,X41,X89,False,0,0.22682927250862123,0.16845536099112077
57,X41,X89,False,1,0.6572116255760193,0.3816523207716036
58,X41,X89,True,0,0.9730567336082458,0.0
59,X41,X89,True,1,0.7383047759532928,0.3806227375183934
60,X41,X98,False,0,0.9763534069061279,0.0
61,X41,X98,False,1,0.9531462788581848,0.0
62,X41,X98,True,0,0.09676511958241463,0.03508475928798666
63,X41,X98,True,1,0.5176147878170013,0.2911736045354961
64,X45,X68,False,0,0.9987584352493286,0.0
65,X45,X68,False,1,0.8303393334150314,0.35348666530277434
66,X45,X68,True,0,0.3765134073793888,0.4290388091595712
67,X45,X68,True,1,0.6569538652896881,0.4406508231594546
68,X45,X98,False,0,0.9994694590568542,0.0
69,X45,X98,False,1,0.9259853333234787,0.22868174410737452
70,X45,X98,True,0,0.039817146956920624,0.0
71,X45,X98,True,1,0.5696868747472763,0.44876542495184407
72,X49,X80,False,0,0.2420597791671753,0.2870727531128474
73,X49,X80,False,1,0.2010920986533165,0.21695897625906252
74,X49,X80,True,0,0.876784086227417,0.0
75,X49,X80,True,1,0.7501233711838722,0.18244924903582194
76,X56,X3,False,0,0.15203334391117096,0.0
77,X56,X3,False,1,0.30739618837833405,0.15534452317089023
78,X56,X3,True,0,0.633822500705719,0.0
79,X56,X3,True,1,0.36895040422677994,0.19080107361793247
80,X56,X32,False,0,0.9737940609455109,0.0008676596136720828
81,X56,X32,False,1,0.9412088751792907,0.02202377240441995
82,X56,X32,True,0,0.11150018870830536,0.0
83,X56,X32,True,1,0.16642039865255356,0.18399993637417944
84,X56,X91,False,0,0.9901676177978516,0.0
85,X56,X91,False,1,0.9864888787269592,0.0
86,X56,X91,True,0,0.0849151536822319,0.0
87,X56,X91,True,1,0.08245733380317688,0.0
88,X66,X3,False,0,0.9875527620315552,0.0
89,X66,X3,False,1,0.3988856511190534,0.5044153769328199
90,X66,X3,True,0,0.004639757797122002,0.0
91,X66,X3,True,1,0.4960368573665619,0.5153928200213223
92,X66,X81,False,0,0.7626411482691765,0.3837978068873551
93,X66,X81,False,1,0.7460753988474608,0.38334797222596995
94,X66,X81,True,0,0.08823514860123396,0.22699863149983207
95,X66,X81,True,1,0.2910723710432649,0.4368811435539454
96,X66,X87,False,0,0.01625991053879261,0.0
97,X66,X87,False,1,0.7908390026539565,0.4121919699437825
98,X66,X87,True,0,0.9921219348907471,0.0
99,X66,X87,True,1,0.6965498073026538,0.4747936521898203
100,X68,X31,False,0,0.13391889855265618,0.025060331855385403
101,X68,X31,False,1,0.17583860084414482,0.21464973991597663
102,X68,X31,True,0,0.9090911149978638,0.0
103,X68,X31,True,1,0.9056008040904999,0.008332936898467579
104,X68,X45,False,0,0.9269140958786011,0.0
105,X68,X45,False,1,0.9181399941444397,0.0
106,X68,X45,True,0,0.1630551517009735,0.0
107,X68,X45,True,1,0.1471690982580185,0.0
108,X69,X97,False,0,0.0001996038481593132,0.0
109,X69,X97,False,1,0.1406749282788951,0.22640920504850254
110,X69,X97,True,0,0.027117831632494926,0.0
111,X69,X97,True,1,0.09027985010761767,0.19019968264536963
112,X74,X98,False,0,0.0006183655932545662,0.0
113,X74,X98,False,1,0.3003319804789498,0.48207730697246
114,X74,X98,True,0,0.8993045329814777,0.3146674753681624
115,X74,X98,True,1,0.7008336154744029,0.47010602669766866
116,X80,X49,False,0,0.008325804956257343,0.0
117,X80,X49,False,1,0.38639207761734723,0.48095259074182484
118,X80,X49,True,0,0.8586648012511432,0.29765686801651403
119,X80,X49,True,1,0.5722018491476775,0.4804252737769084
120,X80,X81,False,0,0.020554767921566963,0.0
121,X80,X81,False,1,0.41166946440935137,0.5043100694582858
122,X80,X81,True,0,0.9001698889769614,0.3116834967442754
123,X80,X81,True,1,0.6066460497677326,0.5046957805373219
124,X80,X91,False,0,0.9256100058555603,0.0
125,X80,X91,False,1,0.9278004765510559,0.0
126,X80,X91,True,0,0.1631409227848053,0.0
127,X80,X91,True,1,0.16050541400909424,0.0
128,X80,X94,False,0,0.49765235832892357,0.5204642409643784
129,X80,X94,False,1,0.5961735107004642,0.508832455894276
130,X80,X94,True,0,0.3999533589929342,0.5110271068659258
131,X80,X94,True,1,0.39881874434649944,0.508210243559376
132,X81,X66,False,0,0.6756454706192017,0.0
133,X81,X66,False,1,0.32314374297857285,0.3577234192140265
134,X81,X66,True,0,0.040333475917577744,0.0
135,X81,X66,True,1,0.3205853499472141,0.3597096702066305
136,X81,X80,False,0,0.030621374025940895,0.0
137,X81,X80,False,1,0.03673800081014633,0.0
138,X81,X80,True,0,0.8496829271316528,0.0
139,X81,X80,True,1,0.7673746705055237,0.21663224915767235
140,X87,X32,False,0,0.1606268972158432,0.3181720428785343
141,X87,X32,False,1,0.3629936922341585,0.4406540944651052
142,X87,X32,True,0,0.755781190469861,0.3886463055398674
143,X87,X32,True,1,0.4753012489527464,0.48094772676059755
144,X87,X66,False,0,0.022631710395216942,0.0
145,X87,X66,False,1,0.37310156896710395,0.4563109086186328
146,X87,X66,True,0,0.926551103591919,0.0
147,X87,X66,True,1,0.4680673899129033,0.47307402099674667
148,X87,X91,False,0,0.0599091574549675,0.0
149,X87,X91,False,1,0.06083080172538757,0.0
150,X87,X91,True,0,0.6523951247334481,0.18042827861378702
151,X87,X91,True,1,0.7286704778671265,0.0
152,X89,X41,False,0,0.14495793208479882,0.283263337383268
153,X89,X41,False,1,0.04793977569788695,0.10083072561325801
154,X89,X41,True,0,0.8799972534179688,0.0
155,X89,X41,True,1,0.8921275734901428,0.0
156,X9,X30,False,0,0.7010023484006525,0.4780338555798872
157,X9,X30,False,1,0.8997214472386986,0.31434447359811335
158,X9,X30,True,0,0.9985008239746094,0.0
159,X9,X30,True,1,0.8996537361759692,0.3145857368260014
160,X91,X2,False,0,0.9967557787895203,0.0
161,X91,X2,False,1,0.8961524769663811,0.2913897255116251
162,X91,X2,True,0,0.24734155237674713,0.39174450343476525
163,X91,X2,True,1,0.4345604881644249,0.4755134150756162
164,X91,X3,False,0,0.9565044641494751,0.0
165,X91,X3,False,1,0.738139545917511,0.2012592957721534
166,X91,X3,True,0,0.3547822833061218,0.0
167,X91,X3,True,1,0.5573898077011108,0.17545859339221292
168,X91,X56,False,0,0.992400050163269,0.0
169,X91,X56,False,1,0.7964002691209316,0.3879947636890585
170,X91,X56,True,0,0.3268158596009016,0.4545009212903369
171,X91,X56,True,1,0.703961955755949,0.4458745930581093
172,X91,X80,False,0,0.9922615885734558,0.0
173,X91,X80,False,1,0.7190792791545391,0.43041565361444645
174,X91,X80,True,0,0.3330332513898611,0.45228306897743126
175,X91,X80,True,1,0.7126147404313088,0.44029842808014136
