,target_var,condition_var,condition_val,intervention,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
0,X98,X15,0,0,0.033740454167127606,0.006136930541883304,1.0,9.0,0.0,"['X26', 'X2', 'X21', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37']"
1,X98,X15,0,1,0.2523145630955696,0.3241992641242255,1.0,9.0,0.0,"['X26', 'X2', 'X21', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37']"
2,X98,X15,1,0,0.9067939102649689,0.0061376399469524594,1.0,9.0,0.0,"['X26', 'X2', 'X21', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37']"
3,X98,X15,1,1,0.4664427015930414,0.413922202731489,1.0,9.0,0.0,"['X26', 'X2', 'X21', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37']"
4,X15,X66,0,0,0.09942897415021434,0.2966477917027664,1.0,10.0,1.0,"['X21', 'X33', 'X64', 'X20', 'X22', 'X37', 'X26', 'X2', 'X16', 'X85']"
5,X15,X66,0,1,0.29653979821596294,0.45170414444965795,1.0,10.0,1.0,"['X21', 'X33', 'X64', 'X20', 'X22', 'X37', 'X26', 'X2', 'X16', 'X85']"
6,X15,X66,1,0,0.9932726263999939,0.0004140763691421176,1.0,10.0,1.0,"['X21', 'X33', 'X64', 'X20', 'X22', 'X37', 'X26', 'X2', 'X16', 'X85']"
7,X15,X66,1,1,0.19788952603703364,0.3944591805596063,1.0,10.0,1.0,"['X21', 'X33', 'X64', 'X20', 'X22', 'X37', 'X26', 'X2', 'X16', 'X85']"
8,X16,X68,0,0,0.00028274484793655574,0.0,1.0,3.0,0.0,"['X33', 'X64', 'X66']"
9,X16,X68,0,1,0.40005064734141343,0.4895051928183739,1.0,3.0,0.0,"['X33', 'X64', 'X66']"
10,X16,X68,1,0,0.9997086882591247,0.00014204978942871095,1.0,3.0,0.0,"['X33', 'X64', 'X66']"
11,X16,X68,1,1,0.10032931991736405,0.2998202707114065,1.0,3.0,0.0,"['X33', 'X64', 'X66']"
12,X22,X90,0,0,0.2953253914602101,0.4461358471394335,1.0,9.0,1.0,"['X96', 'X66', 'X16', 'X78', 'X28', 'X83', 'X25', 'X12', 'X63']"
13,X22,X90,0,1,0.3019999105017632,0.4556456533475789,1.0,9.0,1.0,"['X96', 'X66', 'X16', 'X20', 'X78', 'X28', 'X83', 'X25', 'X63']"
14,X22,X90,1,0,0.811351334469186,0.3512477478989721,0.9,9.0,1.0,"['X96', 'X66', 'X16', 'X78', 'X28', 'X83', 'X25', 'X12', 'X63']"
15,X22,X90,1,1,0.5918152334168554,0.48037288068998907,1.0,9.0,1.0,"['X20', 'X83', 'X96', 'X63', 'X16', 'X78', 'X28', 'X25', 'X12', 'X66']"
16,X87,X21,0,0,0.08644572356715799,0.2535973121374533,1.0,9.0,1.0,"['X96', 'X2', 'X29', 'X58', 'X84', 'X13', 'X36', 'X56', 'X25']"
17,X87,X21,0,1,0.09762871491257101,0.2843836067595452,1.0,9.0,1.0,"['X96', 'X2', 'X29', 'X58', 'X84', 'X13', 'X36', 'X56', 'X25']"
18,X87,X21,1,0,0.856852012872696,0.1839788069140822,1.0,9.0,1.0,"['X96', 'X2', 'X29', 'X58', 'X84', 'X13', 'X36', 'X56', 'X25']"
19,X87,X21,1,1,0.36140076065203175,0.43808637288441804,1.0,9.0,1.0,"['X96', 'X2', 'X29', 'X58', 'X84', 'X13', 'X36', 'X56', 'X25']"
20,X62,X53,0,0,0.996936148405075,0.0006480231686225682,1.0,5.0,1.0,"['X51', 'X2', 'X59', 'X95', 'X83']"
21,X62,X53,0,1,0.8884480881039053,0.2955661949153715,1.0,2.0,0.0,"['X95', 'X17']"
22,X62,X53,1,0,0.5886864106636495,0.476633599984343,1.0,5.0,1.0,"['X51', 'X2', 'X59', 'X95', 'X83']"
23,X62,X53,1,1,0.9851712465286255,0.02109100818634033,1.0,2.0,0.0,"['X95', 'X17']"
24,X63,X22,0,0,0.9648977398872376,0.01532373746895836,1.0,9.0,1.0,"['X2', 'X26', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37', 'X66']"
25,X63,X22,0,1,0.6574177673086524,0.4268119156534987,1.0,9.0,1.0,"['X2', 'X26', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37', 'X66']"
26,X63,X22,1,0,0.22325674190651626,0.3366026420763676,1.0,9.0,1.0,"['X2', 'X26', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37', 'X66']"
27,X63,X22,1,1,0.46188933667726817,0.4557856621141781,1.0,9.0,1.0,"['X2', 'X26', 'X33', 'X64', 'X16', 'X20', 'X85', 'X37', 'X66']"
28,X63,X64,0,0,0.9841463744640351,0.0015737972825206048,1.0,9.0,1.0,"['X96', 'X2', 'X29', 'X84', 'X20', 'X78', 'X98', 'X25', 'X66']"
29,X63,X64,0,1,0.9818140923976898,0.0017013351789843061,1.0,9.0,1.0,"['X96', 'X2', 'X29', 'X84', 'X20', 'X78', 'X98', 'X25', 'X66']"
