,target_var,condition_var,condition_val,intervention,prob
0,X56,X23,0,1,0.6219836473464966
1,X56,X23,0,0,0.6201043725013733
2,X56,X23,1,1,0.6232013702392578
3,X56,X23,1,0,0.6231972575187683
4,X91,X74,0,1,0.32655489444732666
5,X91,X74,0,0,0.32123392820358276
6,X91,X74,1,1,0.32326680421829224
7,X91,X74,1,0,0.3036404550075531
8,X14,X44,0,1,0.5037397742271423
9,X14,X44,0,0,0.5141623616218567
10,X14,X44,1,1,0.49265819787979126
11,X14,X44,1,0,0.46580085158348083
12,X7,X98,0,1,0.9281424283981323
13,X7,X98,0,0,0.9235848188400269
14,X7,X98,1,1,0.9268580079078674
15,X7,X98,1,0,0.9192271828651428
16,X53,X19,0,1,0.19951094686985016
17,X53,X19,0,0,0.21051514148712158
18,X53,X19,1,1,0.19902841746807098
19,X53,X19,1,0,0.21572436392307281
20,X62,X5,0,1,0.8847774863243103
21,X62,X5,0,0,0.8725869059562683
22,X62,X5,1,1,0.9035643339157104
23,X62,X5,1,0,0.8951054811477661
24,X44,X51,0,1,0.569736659526825
25,X44,X51,0,0,0.5785554051399231
26,X44,X51,1,1,0.5693333745002747
27,X44,X51,1,0,0.5787976384162903
28,X74,X98,0,1,0.9959574341773987
29,X74,X98,0,0,0.9955623149871826
30,X74,X98,1,1,0.9960456490516663
31,X74,X98,1,0,0.995860755443573
32,X63,X77,0,1,0.6688027381896973
33,X63,X77,0,0,0.691269040107727
34,X63,X77,1,1,0.6664060354232788
35,X63,X77,1,0,0.6676557064056396
36,X62,X54,0,1,0.892300009727478
37,X62,X54,0,0,0.8858378529548645
38,X62,X54,1,1,0.8941031694412231
39,X62,X54,1,0,0.8861822485923767
40,X56,X39,0,1,0.6013997197151184
41,X56,X39,0,0,0.6138159036636353
42,X56,X39,1,1,0.6231870055198669
43,X56,X39,1,0,0.6239749193191528
44,X87,X66,0,1,0.34750470519065857
45,X87,X66,0,0,0.38965904712677
46,X87,X66,1,1,0.3103431761264801
47,X87,X66,1,0,0.2020120918750763
48,X82,X23,0,1,0.6917627453804016
49,X82,X23,0,0,0.7598862051963806
50,X82,X23,1,1,0.6672695875167847
51,X82,X23,1,0,0.4160628914833069
52,X28,X30,0,1,0.551629900932312
53,X28,X30,0,0,0.5453640222549438
54,X28,X30,1,1,0.5554036498069763
55,X28,X30,1,0,0.5582477450370789
56,X83,X71,0,1,0.19448716938495636
57,X83,X71,0,0,0.2349698543548584
58,X83,X71,1,1,0.11569701880216599
59,X83,X71,1,0,0.11156105995178223
60,X33,X30,0,1,0.9797453284263611
61,X33,X30,0,0,0.9780634641647339
62,X33,X30,1,1,0.9795377850532532
63,X33,X30,1,0,0.977753758430481
64,X89,X56,0,1,0.04869503155350685
65,X89,X56,0,0,0.053324319422245026
66,X89,X56,1,1,0.04589751735329628
67,X89,X56,1,0,0.05039416626095772
68,X18,X10,0,1,0.25885385274887085
69,X18,X10,0,0,0.35999560356140137
70,X18,X10,1,1,0.24987101554870605
71,X18,X10,1,0,0.26360756158828735
72,X39,X96,0,1,0.9312981963157654
73,X39,X96,0,0,0.92745441198349
74,X39,X96,1,1,0.9316211938858032
75,X39,X96,1,0,0.9273711442947388
76,X92,X50,0,1,0.4843767583370209
77,X92,X50,0,0,0.48406165838241577
78,X92,X50,1,1,0.48307299613952637
79,X92,X50,1,0,0.480450838804245
80,X0,X5,0,1,0.8511098623275757
81,X0,X5,0,0,0.7773874998092651
82,X0,X5,1,1,0.8557631373405457
83,X0,X5,1,0,0.8438016176223755
84,X32,X31,0,1,0.8716663718223572
85,X32,X31,0,0,0.8651756644248962
86,X32,X31,1,1,0.8654456734657288
87,X32,X31,1,0,0.8421148061752319
88,X82,X39,0,1,0.7661845088005066
89,X82,X39,0,0,0.8036395311355591
90,X82,X39,1,1,0.7224409580230713
91,X82,X39,1,0,0.7478494644165039
92,X86,X3,0,1,0.9343538284301758
93,X86,X3,0,0,0.9314804077148438
94,X86,X3,1,1,0.9358643293380737
95,X86,X3,1,0,0.9346660375595093
96,X0,X54,0,1,0.8338894248008728
97,X0,X54,0,0,0.8442964553833008
98,X0,X54,1,1,0.8333286046981812
99,X0,X54,1,0,0.8264670968055725
100,X86,X24,0,1,0.9324060082435608
101,X86,X24,0,0,0.8558570742607117
102,X86,X24,1,1,0.9449844360351562
103,X86,X24,1,0,0.9481761455535889
104,X19,X58,0,1,0.9284934997558594
105,X19,X58,0,0,0.926561713218689
106,X19,X58,1,1,0.9281435608863831
107,X19,X58,1,0,0.9249864816665649
108,X28,X1,0,1,0.5334427952766418
109,X28,X1,0,0,0.579177737236023
110,X28,X1,1,1,0.5325167775154114
111,X28,X1,1,0,0.5387594699859619
112,X33,X1,0,1,0.9802877902984619
113,X33,X1,0,0,0.9783297181129456
114,X33,X1,1,1,0.9803100228309631
115,X33,X1,1,0,0.9785067439079285
116,X88,X64,0,1,0.36180946230888367
117,X88,X64,0,0,0.41555535793304443
118,X88,X64,1,1,0.30866870284080505
119,X88,X64,1,0,0.19465753436088562
120,X38,X0,0,1,0.5973071455955505
121,X38,X0,0,0,0.6291553378105164
122,X38,X0,1,1,0.5966273546218872
123,X38,X0,1,0,0.5978787541389465
124,X41,X36,0,1,0.891167163848877
125,X41,X36,0,0,0.893802285194397
126,X41,X36,1,1,0.9129477143287659
127,X41,X36,1,0,0.919274091720581
128,X64,X89,0,1,0.3539426922798157
129,X64,X89,0,0,0.3511987328529358
130,X64,X89,1,1,0.346783846616745
131,X64,X89,1,0,0.34325915575027466
132,X67,X3,0,1,0.03913440927863121
133,X67,X3,0,0,0.045506551861763
134,X67,X3,1,1,0.0389244519174099
135,X67,X3,1,0,0.04444819688796997
136,X67,X24,0,1,0.03843555226922035
137,X67,X24,0,0,0.041975680738687515
138,X67,X24,1,1,0.03889649361371994
139,X67,X24,1,0,0.0409684032201767
140,X41,X67,0,1,0.8949294686317444
141,X41,X67,0,0,0.8982441425323486
142,X41,X67,1,1,0.8985753655433655
143,X41,X67,1,0,0.8969839215278625
144,X63,X93,0,1,0.6614425182342529
145,X63,X93,0,0,0.6750962138175964
146,X63,X93,1,1,0.6641190052032471
147,X63,X93,1,0,0.662605881690979
148,X62,X76,0,1,0.8957064747810364
149,X62,X76,0,0,0.8868582844734192
150,X62,X76,1,1,0.8961828947067261
151,X62,X76,1,0,0.8858079314231873
152,X60,X56,0,1,0.12470372021198273
153,X60,X56,0,0,0.13204090297222137
154,X60,X56,1,1,0.1270492672920227
155,X60,X56,1,0,0.13792525231838226
156,X94,X87,0,1,0.8360304832458496
157,X94,X87,0,0,0.8267941474914551
158,X94,X87,1,1,0.8375542759895325
159,X94,X87,1,0,0.8361896872520447
160,X35,X57,0,1,0.6499794721603394
161,X35,X57,0,0,0.5486080646514893
162,X35,X57,1,1,0.6990281343460083
163,X35,X57,1,0,0.6967284083366394
164,X66,X25,0,1,0.23777809739112854
165,X66,X25,0,0,0.25612711906433105
166,X66,X25,1,1,0.31758666038513184
167,X66,X25,1,0,0.3080064654350281
168,X39,X16,0,1,0.9359138607978821
169,X39,X16,0,0,0.9253602623939514
170,X39,X16,1,1,0.9293477535247803
171,X39,X16,1,0,0.9184213280677795
172,X47,X13,0,1,0.6632660627365112
173,X47,X13,0,0,0.7245398163795471
174,X47,X13,1,1,0.6465961933135986
175,X47,X13,1,0,0.6807028651237488
176,X11,X3,0,1,0.3126083016395569
177,X11,X3,0,0,0.31402137875556946
178,X11,X3,1,1,0.30882155895233154
179,X11,X3,1,0,0.3063715696334839
180,X11,X24,0,1,0.30852237343788147
181,X11,X24,0,0,0.287584125995636
182,X11,X24,1,1,0.3096349835395813
183,X11,X24,1,0,0.29564520716667175
184,X92,X44,0,1,0.46746256947517395
185,X92,X44,0,0,0.47749966382980347
186,X92,X44,1,1,0.4667069911956787
187,X92,X44,1,0,0.4739910662174225
188,X32,X8,0,1,0.8787350654602051
189,X32,X8,0,0,0.8400967717170715
190,X32,X8,1,1,0.884843647480011
191,X32,X8,1,0,0.8548955917358398
192,X17,X83,0,1,0.7071295976638794
193,X17,X83,0,0,0.7386566996574402
194,X17,X83,1,1,0.6779876947402954
195,X17,X83,1,0,0.49214211106300354
196,X42,X43,0,1,0.33212801814079285
197,X42,X43,0,0,0.7294608354568481
198,X42,X43,1,1,0.27889156341552734
199,X42,X43,1,0,0.1544087529182434
200,X62,X10,0,1,0.8926267623901367
201,X62,X10,0,0,0.8854625821113586
202,X62,X10,1,1,0.8947115540504456
203,X62,X10,1,0,0.8853226900100708
204,X64,X27,0,1,0.33764103055000305
205,X64,X27,0,0,0.35114872455596924
206,X64,X27,1,1,0.33839157223701477
207,X64,X27,1,0,0.34950825572013855
208,X83,X64,0,1,0.14900904893875122
209,X83,X64,0,0,0.13416056334972382
210,X83,X64,1,1,0.1731540709733963
211,X83,X64,1,0,0.22525164484977722
212,X85,X26,0,1,0.9718692898750305
213,X85,X26,0,0,0.9717671871185303
214,X85,X26,1,1,0.9714440703392029
215,X85,X26,1,0,0.9713832139968872
216,X13,X66,0,1,0.5159714221954346
217,X13,X66,0,0,0.5248489379882812
218,X13,X66,1,1,0.5238000154495239
219,X13,X66,1,0,0.5359101891517639
220,X81,X15,0,1,0.12119105458259583
221,X81,X15,0,0,0.1296391785144806
222,X81,X15,1,1,0.11859108507633209
223,X81,X15,1,0,0.12675043940544128
224,X93,X28,0,1,0.12497285008430481
225,X93,X28,0,0,0.10473217070102692
226,X93,X28,1,1,0.1348755955696106
227,X93,X28,1,0,0.1643427163362503
228,X91,X9,0,1,0.32141339778900146
229,X91,X9,0,0,0.2980416715145111
230,X91,X9,1,1,0.3206804394721985
231,X91,X9,1,0,0.28865721821784973
232,X62,X46,0,1,0.89436936378479
233,X62,X46,0,0,0.7120364904403687
234,X62,X46,1,1,0.9034892916679382
235,X62,X46,1,0,0.9350468516349792
236,X28,X89,0,1,0.5495964884757996
237,X28,X89,0,0,0.5533591508865356
238,X28,X89,1,1,0.5524467825889587
239,X28,X89,1,0,0.5559963583946228
240,X50,X13,0,1,0.0007403574418276548
241,X50,X13,0,0,0.0006211503059603274
242,X50,X13,1,1,0.0005700684268958867
243,X50,X13,1,0,0.00041246615001000464
244,X91,X12,0,1,0.3171837329864502
245,X91,X12,0,0,0.29835179448127747
246,X91,X12,1,1,0.2927716076374054
247,X91,X12,1,0,0.27044522762298584
248,X0,X10,0,1,0.8506775498390198
249,X0,X10,0,0,0.7677315473556519
250,X0,X10,1,1,0.8517002463340759
251,X0,X10,1,0,0.8239426612854004
