,target_var,condition_var,condition_val,intervention,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
0,X66,X50,0,0,0.764903974533081,0.0008211765032598518,1.0,3.0,1.0,"['X90', 'X63', 'X9']"
1,X66,X50,0,1,0.6711899779736996,0.21622400559567267,2.0,3.0,1.0,"['X90', 'X63', 'X9']"
2,X66,X50,1,0,0.2116791307926178,0.0,1.0,3.0,1.0,"['X90', 'X63', 'X9']"
3,X66,X50,1,1,0.4530564293265343,0.28980286931698807,2.0,3.0,1.0,"['X90', 'X63', 'X9']"
4,X82,X63,0,0,,,0.0,,,[]
5,X82,X63,0,1,,,0.0,,,[]
6,X82,X63,1,0,0.139166921377182,0.0,0.1,63.0,1.0,"['X45', 'X40', 'X48', 'X43', 'X33', 'X25', 'X20', 'X94', 'X28', 'X52', 'X86', 'X53', 'X36', 'X14', 'X69', 'X17', 'X29', 'X68', 'X30', 'X54', 'X90', 'X65', 'X85', 'X0', 'X1', 'X61', 'X58', 'X5', 'X92', 'X11', 'X44', 'X56', 'X67', 'X3', 'X13', 'X88', 'X74', 'X34', 'X42', 'X70', 'X64', 'X27', 'X21', 'X87', 'X62', 'X57', 'X60', 'X93', 'X80', 'X75', 'X55', 'X47', 'X46', 'X32', 'X51', 'X83', 'X81', 'X77', 'X8', 'X4', 'X84', 'X15', 'X26']"
7,X82,X63,1,1,0.04990505070115129,0.06311769553668091,0.3,31.666666666666668,1.0,"['X48', 'X43', 'X20', 'X94', 'X28', 'X52', 'X86', 'X53', 'X36', 'X14', 'X30', 'X54', 'X90', 'X65', 'X0', 'X61', 'X5', 'X92', 'X56', 'X67', 'X13', 'X74', 'X70', 'X57', 'X83', 'X46', 'X32', 'X77', 'X8', 'X84', 'X45', 'X40', 'X33', 'X25', 'X69', 'X17', 'X29', 'X68', 'X85', 'X1', 'X58', 'X11', 'X44', 'X3', 'X88', 'X34', 'X42', 'X64', 'X27', 'X21', 'X87', 'X62', 'X60', 'X93', 'X80', 'X75', 'X55', 'X47', 'X51', 'X81', 'X4', 'X15', 'X26']"
8,X49,X82,0,0,0.6414468824863434,0.016273301839828492,1.0,1.2,0.0,"['X94', 'X67', 'X52']"
9,X49,X82,0,1,0.42307025045156477,0.21868572629597371,2.0,1.1,0.0,"['X94', 'X67', 'X52']"
10,X49,X82,1,0,0.012224951945245265,0.00045802108943462374,1.0,1.4,0.0,"['X94', 'X67', 'X52']"
11,X49,X82,1,1,0.09427996231243015,0.0820686280077231,2.0,1.2,0.0,"['X94', 'X67', 'X52']"
12,X29,X49,0,0,0.42498292252421377,0.44407224496935443,1.0,10.0,1.0,"['X67', 'X3', 'X71', 'X94', 'X52', 'X4', 'X50', 'X90', 'X5', 'X15']"
13,X29,X49,0,1,0.41931338850408795,0.44667251605773445,2.0,8.0,1.0,"['X67', 'X3', 'X71', 'X94', 'X52', 'X4', 'X50', 'X90', 'X5', 'X15']"
14,X29,X49,1,0,0.9539160192012787,0.01418482381580999,1.0,10.0,1.0,"['X67', 'X3', 'X71', 'X94', 'X52', 'X4', 'X50', 'X90', 'X5', 'X15']"
15,X29,X49,1,1,0.7738095035776495,0.3641503942383884,2.0,8.0,1.0,"['X67', 'X3', 'X71', 'X94', 'X52', 'X4', 'X50', 'X90', 'X5', 'X15']"
