,target_var,condition_var,condition_val,intervention,prob
0,X51,X49,0,1,0.4088035523891449
1,X51,X49,0,0,0.4135206639766693
2,X51,X49,1,1,0.39499858021736145
3,X51,X49,1,0,0.388238787651062
4,X72,X36,0,1,0.8593364953994751
5,X72,X36,0,0,0.8573492169380188
6,X72,X36,1,1,0.8650219440460205
7,X72,X36,1,0,0.8643898367881775
8,X30,X6,0,1,0.12420304119586945
9,X30,X6,0,0,0.13193853199481964
10,X30,X6,1,1,0.12031461298465729
11,X30,X6,1,0,0.12409136444330215
12,X69,X26,0,1,0.9967255592346191
13,X69,X26,0,0,0.9953652620315552
14,X69,X26,1,1,0.9972008466720581
15,X69,X26,1,0,0.9963921904563904
16,X67,X75,0,1,0.990816593170166
17,X67,X75,0,0,0.9902756214141846
18,X67,X75,1,1,0.9915776252746582
19,X67,X75,1,0,0.9914281964302063
20,X22,X31,0,1,0.02369948849081993
21,X22,X31,0,0,0.02755434438586235
22,X22,X31,1,1,0.02286638878285885
23,X22,X31,1,0,0.02590864524245262
24,X78,X36,0,1,0.40944281220436096
25,X78,X36,0,0,0.42880114912986755
26,X78,X36,1,1,0.40756410360336304
27,X78,X36,1,0,0.4239703416824341
28,X2,X93,0,1,0.27863848209381104
29,X2,X93,0,0,0.2783085107803345
30,X2,X93,1,1,0.27891820669174194
31,X2,X93,1,0,0.2743479609489441
32,X82,X41,0,1,0.04238903895020485
33,X82,X41,0,0,0.04232022166252136
34,X82,X41,1,1,0.04291340336203575
35,X82,X41,1,0,0.04269225150346756
36,X6,X36,0,1,0.6962774395942688
37,X6,X36,0,0,0.6987790465354919
38,X6,X36,1,1,0.6961891055107117
39,X6,X36,1,0,0.6950931549072266
40,X36,X14,0,1,0.968058705329895
41,X36,X14,0,0,0.9577963948249817
42,X36,X14,1,1,0.9697725176811218
43,X36,X14,1,0,0.9612150192260742
44,X58,X43,0,1,0.40173962712287903
45,X58,X43,0,0,0.41018325090408325
46,X58,X43,1,1,0.36248335242271423
47,X58,X43,1,0,0.36881762742996216
48,X49,X15,0,1,0.42539680004119873
49,X49,X15,0,0,0.43373972177505493
50,X49,X15,1,1,0.42521125078201294
51,X49,X15,1,0,0.4336951971054077
52,X89,X3,0,1,0.606226921081543
53,X89,X3,0,0,0.6298450827598572
54,X89,X3,1,1,0.6078845858573914
55,X89,X3,1,0,0.6279868483543396
56,X97,X16,0,1,0.5914312601089478
57,X97,X16,0,0,0.6021161675453186
58,X97,X16,1,1,0.5941983461380005
59,X97,X16,1,0,0.5961255431175232
60,X63,X35,0,1,0.9996353387832642
61,X63,X35,0,0,0.9991322159767151
62,X63,X35,1,1,0.9996416568756104
63,X63,X35,1,0,0.9992535710334778
64,X82,X11,0,1,0.043612632900476456
65,X82,X11,0,0,0.055918823927640915
66,X82,X11,1,1,0.041112903505563736
67,X82,X11,1,0,0.037108320742845535
68,X93,X57,0,1,0.9041483402252197
