,target_var,condition_var,condition_val,intervention,prob,prob_std,prop_valid,n_intermediate,prop_d_separating,all_intermediate_vars
0,X70,X80,0,0,0.3089754283428192,0.008034817347677206,1.0,7.0,0.0,"['X46', 'X6', 'X22', 'X9', 'X36', 'X62', 'X29']"
1,X70,X80,0,1,0.303376579284668,0.007904779688535413,1.0,7.0,0.0,"['X46', 'X6', 'X22', 'X9', 'X36', 'X62', 'X29']"
2,X70,X80,1,0,0.4313077121973038,0.057365375665330294,1.0,7.0,0.0,"['X46', 'X6', 'X22', 'X9', 'X36', 'X62', 'X29']"
3,X70,X80,1,1,0.38037910163402555,0.05693129059734377,1.0,7.0,0.0,"['X46', 'X6', 'X22', 'X9', 'X36', 'X62', 'X29']"
4,X62,X21,0,0,0.13030502423644066,0.18167208537123058,1.0,8.0,1.0,"['X46', 'X22', 'X9', 'X36', 'X29', 'X70', 'X14', 'X6']"
5,X62,X21,0,1,0.31248258948326113,0.30149846692627924,1.0,8.0,1.0,"['X46', 'X6', 'X22', 'X9', 'X36', 'X70', 'X14', 'X29']"
6,X62,X21,1,0,0.41421458348631857,0.27352444882118576,1.0,8.0,1.0,"['X46', 'X22', 'X9', 'X36', 'X29', 'X70', 'X14', 'X6']"
7,X62,X21,1,1,0.3106522122398019,0.34120679160435324,1.0,7.0,1.0,"['X46', 'X22', 'X80', 'X9', 'X36', 'X29', 'X6']"
8,X9,X26,0,0,0.8238599061965942,0.0078862665498633,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
9,X9,X26,0,1,0.6206122368574143,0.16911928831620612,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
10,X9,X26,1,0,0.20283361673355102,0.007133614498786522,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
11,X9,X26,1,1,0.42979852855205536,0.10706317597715967,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
12,X7,X49,0,0,0.8158849393948913,0.2650259041867036,1.0,5.0,1.0,"['X9', 'X58', 'X34', 'X27', 'X14']"
13,X7,X49,0,1,0.45203234562650324,0.4424116360516959,1.0,5.0,1.0,"['X9', 'X58', 'X34', 'X27', 'X14']"
14,X7,X49,1,0,0.0014412420452572406,1.0497304521015178e-05,1.0,5.0,1.0,"['X9', 'X58', 'X34', 'X27', 'X14']"
15,X7,X49,1,1,0.33129127172287554,0.40034736955837436,1.0,5.6,1.0,"['X33', 'X9', 'X58', 'X34', 'X27', 'X14', 'X90']"
16,X65,X14,0,0,0.5512253418564796,0.4475527645580899,1.0,8.0,1.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X69', 'X45']"
17,X65,X14,0,1,0.8256402254104614,0.3456290540085269,1.0,8.0,1.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X69', 'X45']"
18,X65,X14,1,0,0.998635333776474,0.0003986766773135467,1.0,8.0,1.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X69', 'X45']"
19,X65,X14,1,1,0.9981880962848664,0.00035458308126240376,1.0,8.0,1.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X69', 'X45']"
20,X9,X53,0,0,0.15944759920239449,0.12172078839434909,1.0,4.0,1.0,"['X38', 'X14', 'X27', 'X34']"
21,X9,X53,0,1,0.6482700020074844,0.41251718963189443,1.0,4.0,1.0,"['X38', 'X14', 'X27', 'X34']"
22,X9,X53,1,0,0.8033185750246048,0.27652875234956786,1.0,4.0,1.0,"['X38', 'X14', 'X27', 'X34']"
23,X9,X53,1,1,0.6294245705008507,0.3766782054485125,1.0,4.0,1.0,"['X38', 'X14', 'X27', 'X34']"
24,X62,X26,0,0,0.02566056326031685,0.004149796441197395,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
25,X62,X26,0,1,0.03569565527141094,0.006178549805780314,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
26,X62,X26,1,0,0.754093199968338,0.0016680657863616943,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
27,X62,X26,1,1,0.7233846783638,0.0,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
28,X14,X65,0,0,0.04979011192917824,0.0006841872025539326,1.0,8.0,1.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X69', 'X45']"
29,X14,X65,0,1,0.41188953444361687,0.22566610943015444,1.0,5.0,1.0,"['X28', 'X66', 'X98', 'X74', 'X45']"
30,X14,X65,1,0,0.5288937509059906,0.07313645174740721,1.0,8.0,1.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X69', 'X45']"
31,X14,X65,1,1,0.4795952826738358,0.2147596947346189,1.0,5.0,1.0,"['X28', 'X66', 'X98', 'X74', 'X45']"
32,X21,X26,0,0,0.40617606043815613,0.3882677179943858,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
33,X21,X26,0,1,0.5872041463851929,0.40383065542395713,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
34,X21,X26,1,0,0.988970148563385,0.005498831166669145,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
35,X21,X26,1,1,0.7538009762763977,0.3638906371513,1.0,5.0,1.0,"['X46', 'X36', 'X39', 'X70', 'X14']"
36,X48,X56,0,0,0.11399203147739172,0.25270412326062464,1.0,6.0,1.0,"['X83', 'X87', 'X23', 'X99', 'X25', 'X71']"
37,X48,X56,0,1,0.7332100907340646,0.39820144769249716,1.0,6.4,1.0,"['X83', 'X87', 'X23', 'X99', 'X61', 'X25', 'X71']"
38,X48,X56,1,0,0.7304714247584343,0.3901810541267911,1.0,6.0,1.0,"['X83', 'X87', 'X23', 'X99', 'X25', 'X71']"
39,X48,X56,1,1,0.8079965004697442,0.3542759072053876,1.0,6.7,1.0,"['X83', 'X87', 'X23', 'X99', 'X61', 'X25', 'X71']"
40,X65,X70,0,0,0.9993186116218566,6.870553123277442e-05,1.0,5.0,1.0,"['X67', 'X66', 'X94', 'X74', 'X69']"
41,X65,X70,0,1,0.9988686740398407,6.535763452527116e-05,1.0,5.0,1.0,"['X67', 'X66', 'X94', 'X74', 'X69']"
42,X65,X70,1,0,0.09472861886024475,0.005661654301801426,1.0,5.0,1.0,"['X67', 'X66', 'X94', 'X74', 'X69']"
43,X65,X70,1,1,0.1197302483022213,0.006510506529830002,1.0,5.0,1.0,"['X67', 'X66', 'X94', 'X74', 'X69']"
44,X7,X53,0,0,0.7998679399490356,0.03189504884088837,1.0,3.0,0.0,"['X34', 'X27', 'X14']"
45,X7,X53,0,1,0.31297387778759,0.28900734400295425,1.0,3.0,0.0,"['X34', 'X27', 'X14']"
46,X7,X53,1,0,0.000978064548689872,2.7429199683984647e-05,1.0,3.0,0.0,"['X34', 'X27', 'X14']"
47,X7,X53,1,1,0.4283440575003624,0.26465210712054177,1.0,3.0,0.0,"['X34', 'X27', 'X14']"
48,X50,X97,0,0,0.04296579174697399,0.0027303251794283763,1.0,4.0,0.0,"['X91', 'X73', 'X81', 'X0']"
49,X50,X97,0,1,0.4279214791953564,0.4606121820647733,1.0,3.0,1.0,"['X81', 'X91', 'X0']"
50,X50,X97,1,0,0.7853404488414526,0.3769696842962403,1.0,4.0,0.0,"['X91', 'X73', 'X81', 'X0']"
51,X50,X97,1,1,0.7067492090165615,0.43542165378370473,1.0,3.0,1.0,"['X81', 'X91', 'X0']"
52,X26,X62,0,0,0.0003113690981990658,7.856044248910621e-05,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
53,X26,X62,0,1,0.30015969551895977,0.45804782875099737,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
54,X26,X62,1,0,0.899595087650232,0.29978134542968027,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
55,X26,X62,1,1,0.30015325898420997,0.4580483750948807,1.0,4.0,1.0,"['X22', 'X80', 'X12', 'X6']"
56,X21,X80,0,0,0.6830870807170868,0.21524324031103545,1.0,4.0,0.0,"['X46', 'X9', 'X39', 'X36']"
57,X21,X80,0,1,0.6070946097373963,0.25327979766747427,1.0,1.0,0.0,['X39']
58,X21,X80,1,0,0.44154428094625475,0.3708915350789358,1.0,4.0,0.0,"['X46', 'X9', 'X39', 'X36']"
59,X21,X80,1,1,0.5442669868469239,0.22467390298843384,1.0,1.0,0.0,['X39']
60,X32,X40,0,0,0.6994045794010162,0.046489192161968305,1.0,4.0,0.0,"['X91', 'X73', 'X81', 'X97']"
61,X32,X40,0,1,0.610030347108841,0.11294325130740711,1.0,4.0,0.0,"['X91', 'X73', 'X81', 'X97']"
62,X32,X40,1,0,0.18163812328130008,0.2533922309300825,1.0,4.0,0.0,"['X91', 'X73', 'X81', 'X97']"
63,X32,X40,1,1,0.3530194167047739,0.2710092227334906,1.0,4.0,0.0,"['X91', 'X73', 'X81', 'X97']"
64,X0,X32,0,0,0.22044370770454408,0.3759369142707255,1.0,9.0,1.0,"['X50', 'X2', 'X47', 'X91', 'X93', 'X9', 'X73', 'X81', 'X7']"
65,X0,X32,0,1,0.38526502177119254,0.3967347961009666,1.0,4.0,1.0,"['X50', 'X2', 'X91', 'X73', 'X81', 'X7']"
66,X0,X32,1,0,0.9995119273662567,0.00040865135655802974,1.0,9.0,1.0,"['X50', 'X2', 'X47', 'X91', 'X93', 'X9', 'X73', 'X81', 'X7']"
67,X0,X32,1,1,0.719788670539856,0.27793681317860547,1.0,4.0,1.0,"['X50', 'X2', 'X73', 'X7']"
68,X52,X13,0,0,0.35111145973205565,0.32370049357414243,1.0,1.0,1.0,['X63']
69,X52,X13,0,1,0.9146195635199547,0.2519322082400322,1.0,1.0,1.0,['X63']
70,X52,X13,1,0,0.999182403087616,0.0,1.0,1.0,1.0,['X63']
71,X52,X13,1,1,0.9311274796724319,0.20259031355381016,1.0,1.0,1.0,['X63']
72,X40,X50,0,0,0.057195395976305005,0.004470325102421127,1.0,3.0,1.0,"['X81', 'X91', 'X0']"
73,X40,X50,0,1,0.14237178452312946,0.27443785739753196,1.0,3.0,1.0,"['X81', 'X91', 'X0']"
74,X40,X50,1,0,0.6715240411460399,0.3921466168015531,1.0,3.0,1.0,"['X81', 'X91', 'X0']"
75,X40,X50,1,1,0.23019907847046853,0.3667440038889659,1.0,3.0,1.0,"['X81', 'X91', 'X0']"
76,X14,X80,0,0,0.9895437180995941,0.0012729684118196582,1.0,2.0,1.0,"['X29', 'X26']"
77,X14,X80,0,1,0.29853287818841634,0.4499577523276071,1.0,2.0,1.0,"['X29', 'X26']"
78,X14,X80,1,0,0.0035135089652612804,0.00022579653637817409,1.0,2.0,1.0,"['X29', 'X26']"
79,X14,X80,1,1,0.10178817952983081,0.2941777271846837,1.0,2.0,1.0,"['X29', 'X26']"
80,X49,X7,0,0,0.49815557805122807,0.49616365678057117,1.0,7.0,1.0,"['X33', 'X9', 'X58', 'X14', 'X27', 'X34', 'X90']"
81,X49,X7,0,1,0.3939287606626749,0.4810225904825501,1.0,7.0,1.0,"['X33', 'X9', 'X58', 'X34', 'X27', 'X14', 'X90']"
82,X49,X7,1,0,0.0007855832227505744,0.00023191758296346854,1.0,7.0,1.0,"['X33', 'X9', 'X58', 'X14', 'X27', 'X34', 'X90']"
83,X49,X7,1,1,0.30113407826866023,0.4573452187430848,1.0,7.0,1.0,"['X33', 'X9', 'X58', 'X34', 'X27', 'X14', 'X90']"
84,X70,X45,0,0,0.0006599347194423899,0.00023823653452821405,1.0,5.0,0.0,"['X28', 'X66', 'X98', 'X74', 'X14']"
85,X70,X45,0,1,0.00038804990181233733,0.00013215143019476352,1.0,8.0,0.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X14', 'X69']"
86,X70,X45,1,0,0.396424846816808,0.4848952428150985,1.0,5.0,0.0,"['X28', 'X66', 'X98', 'X74', 'X14']"
87,X70,X45,1,1,0.40003036794951186,0.48936462264842184,1.0,8.0,0.0,"['X67', 'X28', 'X66', 'X98', 'X94', 'X74', 'X14', 'X69']"
88,X53,X9,0,0,0.01115828175097704,0.001012451107351753,1.0,6.0,1.0,"['X38', 'X27', 'X34', 'X33', 'X14', 'X90']"
89,X53,X9,0,1,0.3850740815512836,0.46148955558307314,1.0,6.0,1.0,"['X38', 'X27', 'X34', 'X33', 'X14', 'X90']"
