,target_var,condition_var,condition_val,cond_target_dist,conditional_prob,marginal_prob,intervention_prob,condition_influence
0,X0,X1,False,5,0.6700794778254489,0.670079477825449,0.6700794778254489,1.1102230246251565e-16
1,X0,X1,True,5,0.670079477825449,0.670079477825449,0.670079477825449,0.0
2,X0,X2,False,2,0.4372532227819578,0.670079477825449,0.4372532227819578,0.2328262550434912
3,X0,X2,True,2,0.7299962214163335,0.670079477825449,0.7299962214163335,0.0599167435908845
4,X0,X3,False,4,0.3970869239482922,0.670079477825449,0.3970869239482922,0.27299255387715676
5,X0,X3,True,4,0.8732893855385923,0.670079477825449,0.8732893855385923,0.2032099077131433
6,X0,X4,False,-1,0.670079477825449,0.670079477825449,0.670079477825449,0.0
7,X0,X4,True,-1,0.670079477825449,0.670079477825449,0.670079477825449,0.0
8,X0,X5,False,5,0.6700794624217824,0.670079477825449,0.6700794624217824,1.540366656449521e-08
9,X0,X5,True,5,0.6700795049583873,0.670079477825449,0.6700795049583873,2.713293834055719e-08
10,X0,X6,False,5,0.6700803336166417,0.670079477825449,0.6700803336166417,8.557911926887485e-07
11,X0,X6,True,5,0.6700784854345024,0.670079477825449,0.6700784854345024,9.923909465303637e-07
12,X0,X7,False,5,0.6693940219737277,0.670079477825449,0.6693940219737277,0.0006854558517213061
13,X0,X7,True,5,0.6703991075864442,0.670079477825449,0.6703991075864442,0.00031962976099519924
14,X0,X8,False,5,0.6677080357008337,0.670079477825449,0.6677080357008337,0.002371442124615264
15,X0,X8,True,5,0.6739472014904202,0.670079477825449,0.6739472014904202,0.0038677236649712343
16,X0,X9,False,4,0.670079477825449,0.670079477825449,0.670079477825449,0.0
17,X0,X9,True,4,0.670079477825449,0.670079477825449,0.670079477825449,0.0
18,X0,X10,False,-1,0.670079477825449,0.670079477825449,0.670079477825449,0.0
19,X0,X10,True,-1,0.6700794778254489,0.670079477825449,0.6700794778254489,1.1102230246251565e-16
20,X0,X11,False,1,0.6734405376072979,0.670079477825449,0.6734405376072979,0.003361059781848974
21,X0,X11,True,1,0.6689461048563264,0.670079477825449,0.6689461048563264,0.0011333729691225258
22,X0,X12,False,6,0.6677124350412029,0.670079477825449,0.6677124350412029,0.002367042784246043
23,X0,X12,True,6,0.6732904808580967,0.670079477825449,0.6732904808580967,0.0032110030326477634
24,X0,X13,False,2,0.7211323899766573,0.670079477825449,0.7211323899766573,0.05105291215120833
25,X0,X13,True,2,0.5177640067907104,0.670079477825449,0.5177640067907104,0.15231547103473853
26,X0,X14,False,5,0.670079477825449,0.670079477825449,0.670079477825449,0.0
27,X0,X14,True,5,0.670079477825449,0.670079477825449,0.670079477825449,0.0
28,X0,X15,False,5,0.6700809211043876,0.670079477825449,0.6700809211043876,1.4432789385843137e-06
29,X0,X15,True,5,0.6677751446538721,0.670079477825449,0.6677751446538721,0.0023043331715768556
30,X0,X16,False,5,0.670079477825449,0.670079477825449,0.670079477825449,0.0
31,X0,X16,True,5,0.670079477825449,0.670079477825449,0.670079477825449,0.0
32,X0,X17,False,5,0.670079477825449,0.670079477825449,0.670079477825449,0.0
33,X0,X17,True,5,0.670079477825449,0.670079477825449,0.670079477825449,0.0
34,X0,X18,False,-1,0.670079477825449,0.670079477825449,0.670079477825449,0.0
35,X0,X18,True,-1,0.670079477825449,0.670079477825449,0.670079477825449,0.0
36,X0,X19,False,-1,0.670079477825449,0.670079477825449,0.670079477825449,0.0
37,X0,X19,True,-1,0.6700794778254489,0.670079477825449,0.6700794778254489,1.1102230246251565e-16
38,X0,X20,False,4,0.7172221855545553,0.670079477825449,0.7172221855545553,0.04714270772910634
39,X0,X20,True,4,0.6699468481889717,0.670079477825449,0.6699468481889717,0.00013262963647731052
