,target_var,condition_var,condition_val,cond_target_dist,conditional_prob,marginal_prob,intervention_prob,condition_influence
0,X0,X1,False,7,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
1,X0,X1,True,7,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
2,X0,X2,False,6,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
3,X0,X2,True,6,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
4,X0,X3,False,-1,0.8393867121811179,0.8393867121811178,0.8393867121811179,1.1102230246251565e-16
5,X0,X3,True,-1,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
6,X0,X4,False,4,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
7,X0,X4,True,4,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
8,X0,X5,False,3,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
9,X0,X5,True,3,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
10,X0,X6,False,-1,0.8393867121811177,0.8393867121811178,0.8393867121811177,1.1102230246251565e-16
11,X0,X6,True,-1,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
12,X0,X7,False,4,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
13,X0,X7,True,4,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
14,X0,X8,False,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
15,X0,X8,True,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
16,X0,X9,False,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
17,X0,X9,True,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
18,X0,X10,False,3,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
19,X0,X10,True,3,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
20,X0,X11,False,7,0.8393867121811177,0.8393867121811178,0.8393867121811177,1.1102230246251565e-16
21,X0,X11,True,7,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
22,X0,X12,False,1,0.7248943268328578,0.8393867121811178,0.8393867121811178,0.11449238534826
23,X0,X12,True,1,0.9818399907612566,0.8393867121811178,0.8393867121811178,0.1424532785801388
24,X0,X13,False,4,0.8393867121811177,0.8393867121811178,0.8393867121811177,1.1102230246251565e-16
25,X0,X13,True,4,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
26,X0,X14,False,9,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
27,X0,X14,True,9,0.8393867121811177,0.8393867121811178,0.8393867121811177,1.1102230246251565e-16
28,X0,X15,False,6,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
29,X0,X15,True,6,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
30,X0,X16,False,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
31,X0,X16,True,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
32,X0,X17,False,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
33,X0,X17,True,5,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
34,X0,X18,False,-1,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
35,X0,X18,True,-1,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
36,X0,X19,False,8,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
37,X0,X19,True,8,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
38,X0,X20,False,3,0.9086060044047856,0.8393867121811178,0.8393867121811178,0.06921929222366774
39,X0,X20,True,3,0.7611274408659926,0.8393867121811178,0.8393867121811178,0.07825927131512522
40,X0,X21,False,6,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
41,X0,X21,True,6,0.8393867121811178,0.8393867121811178,0.8393867121811178,0.0
