,target_var,condition_var,condition_val,cond_target_dist,conditional_prob,marginal_prob,intervention_prob,condition_influence
0,X0,X1,False,5,0.9996634418536684,0.9996634125434095,0.9996634418536684,2.9310258886638962e-08
1,X0,X1,True,5,0.9996634089980966,0.9996634125434095,0.9996634089980966,3.5453129321183496e-09
2,X0,X2,False,2,0.9995657694081174,0.9996634125434095,0.9995657694081174,9.764313529214697e-05
3,X0,X2,True,2,0.9997912092916634,0.9996634125434095,0.9997912092916634,0.00012779674825391663
4,X0,X3,False,2,0.9993949230383206,0.9996634125434095,0.9993949230383206,0.00026848950508895353
5,X0,X3,True,2,0.9999895601989649,0.9996634125434095,0.9999895601989649,0.0003261476555553866
6,X0,X4,False,7,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
7,X0,X4,True,7,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
8,X0,X5,False,10,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
9,X0,X5,True,10,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
10,X0,X6,False,8,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
11,X0,X6,True,8,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
12,X0,X7,False,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
13,X0,X7,True,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
14,X0,X8,False,9,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
15,X0,X8,True,9,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
16,X0,X9,False,5,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
17,X0,X9,True,5,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
18,X0,X10,False,-1,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
19,X0,X10,True,-1,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
20,X0,X11,False,6,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
21,X0,X11,True,6,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
22,X0,X12,False,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
23,X0,X12,True,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
24,X0,X13,False,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
25,X0,X13,True,7,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
26,X0,X14,False,5,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
27,X0,X14,True,5,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
28,X0,X15,False,6,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
29,X0,X15,True,6,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
30,X0,X16,False,-1,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
31,X0,X16,True,-1,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
32,X0,X17,False,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
33,X0,X17,True,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
34,X0,X18,False,-1,0.9996634125434094,0.9996634125434095,0.9996634125434094,1.1102230246251565e-16
35,X0,X18,True,-1,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
36,X0,X19,False,4,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
37,X0,X19,True,4,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
38,X0,X20,False,4,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
39,X0,X20,True,4,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
40,X0,X21,False,5,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
41,X0,X21,True,5,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
42,X0,X22,False,4,0.999911979766098,0.9996634125434095,0.999911979766098,0.0002485672226885116
43,X0,X22,True,4,0.9995617273723651,0.9996634125434095,0.9995617273723651,0.00010168517104436336
44,X0,X23,False,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
45,X0,X23,True,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
46,X0,X24,False,6,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
47,X0,X24,True,6,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
48,X0,X25,False,10,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
49,X0,X25,True,10,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
50,X0,X26,False,7,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
51,X0,X26,True,7,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
52,X0,X27,False,8,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
53,X0,X27,True,8,0.9996634125434096,0.9996634125434095,0.9996634125434096,1.1102230246251565e-16
54,X0,X28,False,10,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
55,X0,X28,True,10,0.9996634125434095,0.9996634125434095,0.9996634125434095,0.0
56,X0,X29,False,2,0.9996632795024866,0.9996634125434095,0.9996632795024866,1.3304092294497138e-07
57,X0,X29,True,2,0.9998985893099871,0.9996634125434095,0.9998985893099871,0.0002351767665775828
